model,ext,nodes,edges,time,mem
result0_10000,xmi,9986,13322,1018,39460
result0_100000,xmi,97034,126585,12122,301609
result0_1000000,xmi,1060457,1790618,128762,470272
result0_50000,xmi,51547,88259,6632,188416
result0_500000,xmi,520336,899798,66955,1610850
