model,ext,nodes,edges,time,mem
result0_10000,xmi,9986,13322,1756,40140
result0_100000,xmi,97034,126585,12820,302145
result0_1000000,xmi,1060457,1790618,140001,1184505
result0_50000,xmi,51547,88259,7001,188416
result0_500000,xmi,520336,899798,69857,1588216
