model,ext,nodes,edges,time,mem
result0_10000,xmi,9963,15687,2250,63851
result0_100000,xmi,94569,148347,10422,507758
result0_1000000,xmi,1075004,10380695,316704,5563679
result0_50000,xmi,49748,226569,7501,413075
result0_500000,xmi,464750,3326928,115229,4507288
