model,ext,nodes,edges,time,mem
result0_10000,xmi,9963,15687,2148,61442
result0_100000,xmi,94569,148347,9390,503810
result0_1000000,xmi,1075004,10380695,269443,5408088
result0_50000,xmi,49748,226569,7494,409513
result0_500000,xmi,464750,3326928,94597,1064974
