model,ext,nodes,edges,time,mem
result0_10000,xmi,9963,15687,2235,63411
result0_100000,xmi,94569,148347,10790,507425
result0_1000000,xmi,1075004,10380695,366928,1786733
result0_50000,xmi,49748,226569,9226,413086
result0_500000,xmi,464750,3326928,105288,4257741
