model,ext,nodes,edges,time,mem
result0_10000,xmi,9801,9278,1495,37758
result0_100000,xmi,98131,92284,15175,355876
result0_1000000,xmi,963994,906918,143094,1294515
result0_50000,xmi,48877,45865,7516,184086
result0_500000,xmi,482299,454190,71676,1714686
