model,ext,nodes,edges,time,mem
result0_10000,xmi,9801,9278,1478,44794
result0_100000,xmi,98131,92284,15037,355796
result0_1000000,xmi,963994,906918,147255,1341394
result0_50000,xmi,48877,45865,7696,180864
result0_500000,xmi,482299,454190,73898,1714051
