model,ext,nodes,edges,time,mem
result0_10000,xmi,9801,9278,1498,44477
result0_100000,xmi,98131,92284,15182,353782
result0_1000000,xmi,963994,906918,149473,1205460
result0_50000,xmi,48877,45865,7711,184303
result0_500000,xmi,482299,454190,75397,1709059
