model,ext,nodes,edges,time,mem
result0_10000,xmi,10821,20305,2855,67005
result0_100000,xmi,101454,190347,12268,582166
result0_1000000,xmi,1097699,2059555,159263,1208563
result0_50000,xmi,46105,86482,6412,271656
result0_500000,xmi,494124,927265,71081,873852
