model,ext,nodes,edges,time,mem
result0_10000,xmi,10821,20305,1551,68013
result0_100000,xmi,101454,190347,13148,437817
result0_1000000,xmi,1097699,2059555,161766,1493236
result0_50000,xmi,46105,86482,6417,271572
result0_500000,xmi,494124,927265,65924,1040628
