model,ext,nodes,edges,time,mem
result0_10000,xmi,10821,20305,3027,72133
result0_100000,xmi,101454,190347,13893,478739
result0_1000000,xmi,1097699,2059555,155379,1100348
result0_50000,xmi,46105,86482,6133,271603
result0_500000,xmi,494124,927265,69715,1022974
