model,ext,nodes,edges,time,mem
result0_10000,xmi,10320,10925,656,45058
result0_100000,xmi,102121,106381,6353,376832
result0_1000000,xmi,924823,924802,63458,3325954
result0_50000,xmi,54074,54073,3525,196608
result0_500000,xmi,488531,489061,35051,1826816
