model,ext,nodes,edges,time,mem
result0_10000,xmi,10320,10925,610,45060
result0_100000,xmi,102121,106381,6417,376832
result0_1000000,xmi,924823,924802,63865,3325952
result0_50000,xmi,54074,54073,3586,196608
result0_500000,xmi,488531,489061,34536,1826816
