model,ext,nodes,edges,time,mem
result0_10000,xmi,10320,10925,673,45060
result0_100000,xmi,102121,106381,6652,376832
result0_1000000,xmi,924823,924802,61915,3325952
result0_50000,xmi,54074,54073,3365,196610
result0_500000,xmi,488531,489061,34806,1826816
