model,nodes,edges,time,mem
CSS,47,46,66,388
WrspmDomainmodel,10,14,84,331
experiment,5,4,51,605
modembed,203,352,98,1386
xmof,245,431,49,1665
JavaSource,13,22,36,333
bmmOmg,132,358,37,1065
training,20,31,15,354
After,14,22,15,313
SortMerge,10,11,13,333
IdObjectsDsl,34,33,16,353
editor,433,703,74,2499
XUL-Interactorl,97,141,24,719
murdercase,18,23,15,349
MSOfficeExcel_SpreadsheetMLBasicDef,121,197,29,1019
ds,126,154,35,1024
Spec,58,98,21,656
tigerstripe-core,179,244,36,1095
CoreDsl,182,261,35,1085
ViewPointAD,39,48,17,373
Gatekeeper,172,241,35,1065
TroposIntegratingActorConcept,8,13,12,334
ChooseEditor,87,186,27,713
jobtool,31,41,17,350
designNotes,6,5,13,333
tbool,8,7,14,330
classification,16,18,16,334
storymodel,45,58,20,373
PDL2,23,31,16,349
org.eclipse.emf.cdo.defs,29,39,18,334
Notation,80,98,22,393
GameServerModel,38,72,18,353
RobotTask,52,76,19,644
picu,6,4,15,313
taskmodel,164,250,35,1085
ModelQueryLanguage,11,11,14,333
RFCMapping,72,94,22,658
General,192,218,35,1061
rails,21,30,15,348
wcs100,268,372,68,2512
ServiceFeatureModel,97,127,25,716
GraphML,49,74,19,388
martinfowlerdsl,19,30,15,353
Room,263,438,50,1665
c_sharp,444,810,73,2528
ConditionModel,27,42,15,348
confious.owl,377,779,73,3133
hbmodel,50,53,20,595
SRM,16,21,16,333
graal-featureextensions,4,3,12,331
componentCore,36,45,18,388
ares,31,35,54,353
Contract,10,15,36,333
HaxeDSL,41,57,19,373
org.eclipse.jst.server.generic.servertype,82,98,26,694
rolebinding,16,19,18,353
AbstractUI,5,4,51,333
ddic,133,154,93,1024
diagram,3,2,12,333
GAIA,124,158,28,737
NHSM,9,12,12,333
Xtype,15,15,38,353
esb,215,304,43,1398
MSOfficeExcel_SpreadsheetMLWorkbookProp,1,0,71,334
org.eclipse.emf.cdo.server.defs,55,60,20,385
closures,8,8,14,333
UIML-3.0,11,12,18,605
customer,33,38,16,353
trustMetamodel,35,45,16,388
JKind,78,131,24,698
Enumliterals2,9,9,13,333
ComDiag,14,23,14,330
salesystem,9,12,12,333
tracability,25,43,16,350
environment,96,176,28,714
VDMapping,9,10,12,334
PPTP,40,65,17,388
kompicsComponents,41,65,18,373
PetriNets,14,31,16,334
em,26,25,15,353
MSOfficeExcel_SpreadsheetMLPrintingSetup,514,630,76,2195
fact,75,103,29,935
opmodel,63,106,22,659
Modulob,55,73,21,644
TefkatTrace,17,22,14,334
ObserverAdvice,5,8,12,319
JavaAbstractSyntax,1,0,15,841
diagnostic,12,13,13,318
gmfgraph_1.26,218,341,46,1389
SimpleGMF,5,5,12,333
TextualWorkbench,217,319,55,1618
Perceptory,1,0,11,333
StructuredText,231,228,37,838
ETPhys,47,60,19,373
rosResolutionModel,36,48,18,388
AsmL,172,329,37,1366
builtins,4,3,12,334
tableur_visitable_aspects,16,27,15,350
ProMarte,336,618,61,2208
tracemodel,79,141,26,698
cp1model,30,41,16,353
symbol,107,172,29,989
expr,12,13,12,333
CPL,91,138,25,718
HelloJvmTypes,13,13,13,333
compose,48,79,20,644
api2mol,45,61,18,389
UMLDI-ModelManagement,26,50,17,353
PCS.owl,1184,2425,284,2121
webproject,27,32,16,347
Genesis,22,32,15,357
UserSpiele,20,21,16,357
lcoordinates,16,18,15,340
miner,26,32,15,371
SimpleUML,12,16,13,343
operations,14,15,20,647
frontend.koan,22,33,14,357
XML,25,36,16,354
HTML,172,241,39,1137
ETMap,19,22,16,354
UMLForOOClassModeling,41,58,19,384
CollaborativeMDEProcess,33,44,19,385
actions,43,61,21,965
AutBE,11,12,14,343
EXPRESSb,531,1066,95,3261
ebnfmm,24,43,17,334
ProofProcess-v1.0.0.11,49,74,19,384
QVT_SimpleUML,29,58,17,356
ASMLogo,120,165,25,754
Collaborations_Interactions_UML,43,97,19,416
component.bpel,9,9,13,343
com.ibm.commerce.subscription.facade.datatypes,75,99,180,14782
SecureUML,1,0,9,327
bpmn,172,259,35,1086
RobotMLLibraries,381,476,62,2127
controller,8,8,13,337
RelationsToTraceClass,23,22,17,355
EclipseLaunchConfigurations,135,147,25,484
SonarModelBusPlugin,21,28,15,358
CIM15,4378,7728,726,17500
instance,80,138,62,3367
dependency,24,38,15,223
library_types,1,0,9,217
GeoTrans,1,0,9,194
eJava,40,42,18,360
Class,1,0,9,193
cpc,17,22,14,182
sbvrOMG,272,532,54,2507
RecordMapper,23,27,15,345
Equipment,419,672,90,2845
Physis,15,14,14,209
PrimitiveTypes,15,14,13,209
aspectj,85,138,25,683
ID,8,8,13,182
COBOL,64,86,22,520
Cal,210,354,44,1265
SCADE,443,924,84,2960
QVTOperationalCS,211,276,42,1392
statemachine_metamodel,8,10,14,208
VisualizationModel,19,27,14,222
DTInfo,27,32,17,381
Copy of component.camel,254,314,125,5714
com.ibm.commerce.oagis9.datatypes.codelists,282,281,42,1310
Dc6,28,38,17,353
XMorphLanguage_abstractSyntax,1,0,12,332
it.matiuz.menumaker.model,21,21,16,194
Elf,14,17,16,199
BlockClassBase,12,17,17,489
State,24,36,18,369
XBNFwithCardinality,8,12,15,340
MongoSQL,68,93,21,560
event,84,140,24,576
tp4,50,71,19,374
EqualMM,26,56,18,491
MiniJava,95,170,27,751
modembedmodel,81,136,25,576
SharedPreferencesModel,27,34,17,369
class_diagramm_simple,17,16,14,220
graph,22,30,16,343
ArchitectureDSL,70,105,23,565
UCTE,298,521,69,2187
unifiedflat,385,476,63,1956
rif11a_xsd,425,586,85,2758
Persons,5,6,73,199
Geographical,331,373,52,1118
PL1,46,77,20,400
extractor,14,14,17,348
gbind,268,572,57,1861
TPTPStaticAnalysisUtilities,64,96,22,533
discovery,25,28,17,348
newsletter,5,4,14,199
Alf,304,486,55,1858
bpmn20di,34,46,19,374
directory,95,119,25,583
aspectbind,122,205,30,921
SQLXMLQueryModel,223,387,45,1482
ParsedMetadata,22,35,52,348
henshin,85,162,27,720
asset,187,268,43,1283
BibTeX,140,139,31,916
component.common.selector,17,20,21,635
SemanticDB,29,37,16,348
strategy-agent-engine,5,4,12,178
APar,21,20,16,342
FeatureDiagrams,31,56,17,364
FoundationModel,168,221,35,958
Series,4,3,12,199
bpsim,265,358,53,1539
jamopp,390,811,160,5591
SimplifiedJMLModel,11,12,38,193
Sal,71,111,23,552
Clientes,26,30,17,357
olark,8,8,13,183
Assignments,14,18,15,202
EAI,11,15,14,193
sgraph,61,107,242,616
mindEd.ide,61,108,23,541
city2,13,16,14,190
pub_tgt,31,33,19,213
FCM,128,151,29,777
ASM,1,0,71,338
crossx,22,30,16,348
soopl,67,120,24,571
spreadsheet,11,19,15,193
GraphicalProcessEditorModel,20,31,15,212
camel-spring,1584,2633,297,2361
MTRANS,39,75,19,431
writers,16,15,17,226
performance,28,38,17,256
things,49,79,20,464
T6,10,17,14,241
Before,38,69,19,443
lob,6,5,13,223
IFConfiguration,72,118,23,499
extension,5,4,12,226
example,23,42,16,261
UMLDI,3,1,54,771
ServiceDsl,44,75,19,463
policy,44,58,20,473
Resolute,69,116,23,678
emffrag_internal,7,6,13,225
ImperativeOCLCS,68,88,22,679
interpreter,4,3,10,226
MoMM,1,0,9,225
ThreeJsWrapperDescriptionLanguage,45,60,18,473
ProjectTrackerResources,7,7,12,230
Jess,126,236,31,934
CharacterScript,53,74,18,473
zvisclasses,20,22,15,230
rule,24,28,14,251
FractalIdt,9,9,13,231
ObjectNotation,37,54,17,433
android,47,78,18,454
gameserver,8,15,13,225
gmfgraph_1.30,264,390,47,1468
SiSiPNML,7,6,13,226
catalog,26,31,16,253
RelationalDBContent,15,28,14,231
QVTcCST,50,67,19,464
Program,5,5,12,226
pushbuttonbuild,22,25,15,251
EMOF,79,128,22,494
connector-configuration,9,9,14,226
Problem,248,247,38,694
timedAutomata,269,436,51,1637
Promenade,1,0,9,223
knowledge,18,27,14,261
CloudML,63,102,21,489
tableur_modifie,12,20,14,226
spem2,300,521,54,1812
frontend.chain,21,36,15,261
component.clojure,8,8,13,226
GenModel,186,240,39,1087
enactment,15,18,13,241
QVTrCST,72,91,22,676
archimate,165,306,37,1343
WikiTable,20,26,15,240
decobat,94,102,24,702
waqtsalat,36,36,16,256
bluexml,272,391,49,1475
simplemath,23,37,15,238
demo,19,23,16,246
AMN,303,433,49,1328
ABC,4,5,11,225
saltSemantics,15,14,14,241
UEMLExtensionDynamicAspects,55,130,22,479
volere,18,21,14,240
resourcemanager,9,10,13,223
models1,74,100,30,1149
sec,29,41,17,440
typemodel,57,63,19,292
CIMLevelZero,1167,1454,153,6033
FacesConfig,601,907,117,3856
Protocol,3,2,11,211
fsml,8,8,12,211
debug,8,7,12,237
FlatQVT,416,837,145,10460
scl,811,1045,125,4693
sla,25,33,15,227
ExampleEMF,17,28,14,230
Automaton,14,20,13,230
flat11,86,113,27,699
FlowDsl,45,57,18,469
family,18,25,14,250
school,33,63,17,445
TargetPlatform,16,18,14,233
Sharengo,20,33,14,252
LibraryInteractionModel,41,56,18,469
plsql,223,355,43,1309
DslECharts,97,140,26,716
plaModel2,54,83,20,467
sequence_diagram,47,78,19,466
modules,43,48,19,455
syncchartsExtended,3,2,12,220
customerBehaviour,37,54,18,467
EBC,29,28,15,428
ctx,31,54,16,447
etsl,13,21,13,233
LibClasses,11,21,15,233
