model,nodes,edges,time,mem
CSS,47,46,77,367
WrspmDomainmodel,10,14,36,318
experiment,5,4,52,543
modembed,203,352,100,1369
xmof,245,431,49,1579
JavaSource,13,22,13,313
bmmOmg,132,358,36,1024
training,20,31,15,317
After,14,22,13,334
SortMerge,10,11,13,313
IdObjectsDsl,34,33,16,343
editor,433,703,74,2481
XUL-Interactorl,97,141,26,677
murdercase,18,23,14,315
MSOfficeExcel_SpreadsheetMLBasicDef,121,197,30,958
ds,126,154,33,956
Spec,58,98,20,638
tigerstripe-core,179,244,36,1024
CoreDsl,182,261,35,1026
ViewPointAD,39,48,19,333
Gatekeeper,172,241,36,1020
TroposIntegratingActorConcept,8,13,12,307
ChooseEditor,87,186,27,674
jobtool,31,41,17,332
designNotes,6,5,11,303
tbool,8,7,12,303
classification,16,18,15,302
storymodel,45,58,18,346
PDL2,23,31,15,342
org.eclipse.emf.cdo.defs,29,39,16,332
Notation,80,98,21,407
GameServerModel,38,72,17,612
RobotTask,52,76,17,644
picu,6,4,13,303
taskmodel,164,250,34,997
ModelQueryLanguage,11,11,13,318
RFCMapping,72,94,21,637
General,192,218,36,1022
rails,21,30,14,317
wcs100,268,372,69,2448
ServiceFeatureModel,97,127,25,663
GraphML,49,74,19,627
martinfowlerdsl,19,30,15,318
Room,263,438,50,1662
c_sharp,444,810,73,2509
ConditionModel,27,42,16,322
confious.owl,377,779,72,3104
hbmodel,50,53,20,601
SRM,16,21,13,302
graal-featureextensions,4,3,11,302
componentCore,36,45,40,342
ares,31,35,54,332
Contract,10,15,36,302
HaxeDSL,41,57,17,332
org.eclipse.jst.server.generic.servertype,82,98,25,662
rolebinding,16,19,15,307
AbstractUI,5,4,50,314
ddic,133,154,93,950
diagram,3,2,12,292
GAIA,124,158,26,685
NHSM,9,12,13,302
Xtype,15,15,14,315
esb,215,304,41,1355
MSOfficeExcel_SpreadsheetMLWorkbookProp,1,0,72,303
org.eclipse.emf.cdo.server.defs,55,60,19,367
closures,8,8,12,303
UIML-3.0,11,12,17,558
customer,33,38,15,332
trustMetamodel,35,45,16,340
JKind,78,131,22,646
Enumliterals2,9,9,12,300
ComDiag,14,23,14,317
salesystem,9,12,12,303
tracability,25,43,16,317
environment,96,176,26,678
VDMapping,9,10,13,317
PPTP,40,65,17,343
kompicsComponents,41,65,19,347
PetriNets,14,31,15,318
em,26,25,14,318
MSOfficeExcel_SpreadsheetMLPrintingSetup,514,630,76,2209
fact,75,103,29,897
opmodel,63,106,22,637
Modulob,55,73,21,626
TefkatTrace,17,22,13,318
ObserverAdvice,5,8,12,300
JavaAbstractSyntax,1,0,14,875
diagnostic,12,13,13,317
gmfgraph_1.26,218,341,42,1412
SimpleGMF,5,5,11,303
TextualWorkbench,217,319,56,1615
Perceptory,1,0,10,303
StructuredText,231,228,36,816
ETPhys,47,60,18,607
rosResolutionModel,36,48,17,340
AsmL,172,329,38,1356
builtins,4,3,12,302
tableur_visitable_aspects,16,27,15,317
ProMarte,336,618,61,2212
tracemodel,79,141,24,656
cp1model,30,41,15,342
symbol,107,172,28,951
expr,12,13,12,302
CPL,91,138,23,656
HelloJvmTypes,13,13,13,324
compose,48,79,19,627
api2mol,45,61,17,342
UMLDI-ModelManagement,26,50,16,333
PCS.owl,1184,2425,284,4364
webproject,27,32,15,325
Genesis,22,32,14,334
UserSpiele,20,21,16,313
lcoordinates,16,18,14,299
miner,26,32,13,328
SimpleUML,12,16,11,299
operations,14,15,19,568
frontend.koan,22,33,14,333
XML,25,36,15,319
HTML,172,241,34,1016
ETMap,19,22,14,314
UMLForOOClassModeling,41,58,17,335
CollaborativeMDEProcess,33,44,15,328
actions,43,61,19,866
AutBE,11,12,12,313
EXPRESSb,531,1066,92,3324
ebnfmm,24,43,13,322
ProofProcess-v1.0.0.11,49,74,19,364
QVT_SimpleUML,29,58,15,335
ASMLogo,120,165,25,721
Collaborations_Interactions_UML,43,97,18,626
component.bpel,9,9,13,313
com.ibm.commerce.subscription.facade.datatypes,75,99,190,5725
SecureUML,1,0,9,407
bpmn,172,259,36,1093
RobotMLLibraries,381,476,62,2048
controller,8,8,11,297
RelationsToTraceClass,23,22,16,311
EclipseLaunchConfigurations,135,147,26,508
SonarModelBusPlugin,21,28,13,339
CIM15,4378,7728,728,14134
instance,80,138,66,3338
dependency,24,38,15,353
library_types,1,0,8,202
GeoTrans,1,0,8,205
eJava,40,42,17,360
Class,1,0,8,190
cpc,17,22,13,190
sbvrOMG,272,532,56,2435
RecordMapper,23,27,14,345
Equipment,419,672,85,2862
Physis,15,14,12,304
PrimitiveTypes,15,14,12,219
aspectj,85,138,22,682
