model,nodes,edges,time,mem
CSS,47,46,53,355
WrspmDomainmodel,10,14,40,312
experiment,5,4,62,565
modembed,203,352,110,1365
xmof,245,431,51,1642
JavaSource,13,22,63,326
bmmOmg,132,358,38,1020
training,20,31,16,326
After,14,22,15,327
SortMerge,10,11,12,300
IdObjectsDsl,34,33,17,362
editor,433,703,75,2483
XUL-Interactorl,97,141,27,680
murdercase,18,23,15,304
MSOfficeExcel_SpreadsheetMLBasicDef,121,197,31,969
ds,126,154,35,969
Spec,58,98,20,610
tigerstripe-core,179,244,36,1020
CoreDsl,182,261,35,1024
ViewPointAD,39,48,18,359
Gatekeeper,172,241,36,1013
TroposIntegratingActorConcept,8,13,13,323
ChooseEditor,87,186,26,673
jobtool,31,41,17,326
designNotes,6,5,12,312
tbool,8,7,12,312
classification,16,18,15,326
storymodel,45,58,18,362
PDL2,23,31,15,326
org.eclipse.emf.cdo.defs,29,39,16,326
Notation,80,98,22,383
GameServerModel,38,72,17,579
RobotTask,52,76,18,609
picu,6,4,14,315
taskmodel,164,250,35,999
ModelQueryLanguage,11,11,13,311
RFCMapping,72,94,21,623
General,192,218,36,1087
rails,21,30,15,326
wcs100,268,372,68,2418
ServiceFeatureModel,97,127,26,689
GraphML,49,74,19,615
martinfowlerdsl,19,30,14,302
Room,263,438,50,1670
c_sharp,444,810,74,2756
ConditionModel,27,42,16,337
confious.owl,377,779,63,3103
hbmodel,50,53,19,601
SRM,16,21,14,326
graal-featureextensions,4,3,12,312
componentCore,36,45,17,341
ares,31,35,18,326
Contract,10,15,14,326
HaxeDSL,41,57,43,362
org.eclipse.jst.server.generic.servertype,82,98,25,636
rolebinding,16,19,15,312
AbstractUI,5,4,81,312
ddic,133,154,101,972
diagram,3,2,11,311
GAIA,124,158,27,716
NHSM,9,12,56,326
Xtype,15,15,16,311
esb,215,304,42,1351
MSOfficeExcel_SpreadsheetMLWorkbookProp,1,0,81,312
org.eclipse.emf.cdo.server.defs,55,60,20,356
closures,8,8,14,311
UIML-3.0,11,12,16,577
customer,33,38,17,359
trustMetamodel,35,45,18,340
JKind,78,131,24,678
Enumliterals2,9,9,13,326
ComDiag,14,23,15,326
salesystem,9,12,13,326
tracability,25,43,15,326
environment,96,176,27,687
VDMapping,9,10,12,312
PPTP,40,65,18,340
kompicsComponents,41,65,17,362
PetriNets,14,31,15,326
em,26,25,14,335
MSOfficeExcel_SpreadsheetMLPrintingSetup,514,630,76,2191
fact,75,103,30,886
opmodel,63,106,22,670
Modulob,55,73,22,662
TefkatTrace,17,22,14,350
ObserverAdvice,5,8,10,335
JavaAbstractSyntax,1,0,15,881
diagnostic,12,13,14,335
gmfgraph_1.26,218,341,42,1418
SimpleGMF,5,5,11,298
TextualWorkbench,217,319,55,1588
Perceptory,1,0,11,310
StructuredText,231,228,37,802
ETPhys,47,60,18,605
rosResolutionModel,36,48,17,350
AsmL,172,329,43,1352
builtins,4,3,11,297
tableur_visitable_aspects,16,27,14,351
ProMarte,336,618,60,2205
tracemodel,79,141,26,680
cp1model,30,41,16,366
symbol,107,172,29,1005
expr,12,13,13,351
CPL,91,138,24,717
HelloJvmTypes,13,13,14,327
compose,48,79,19,633
api2mol,45,61,17,333
UMLDI-ModelManagement,26,50,17,340
PCS.owl,1184,2425,295,4358
webproject,27,32,13,319
Genesis,22,32,14,319
UserSpiele,20,21,15,327
lcoordinates,16,18,14,344
miner,26,32,15,343
SimpleUML,12,16,12,316
operations,14,15,19,556
frontend.koan,22,33,14,342
XML,25,36,15,345
HTML,172,241,35,1083
ETMap,19,22,15,319
UMLForOOClassModeling,41,58,18,358
CollaborativeMDEProcess,33,44,17,374
actions,43,61,20,841
AutBE,11,12,13,327
EXPRESSb,531,1066,94,3331
ebnfmm,24,43,15,318
ProofProcess-v1.0.0.11,49,74,18,374
QVT_SimpleUML,29,58,16,347
ASMLogo,120,165,26,725
Collaborations_Interactions_UML,43,97,18,665
component.bpel,9,9,13,327
com.ibm.commerce.subscription.facade.datatypes,75,99,184,5070
SecureUML,1,0,9,295
bpmn,172,259,35,1085
RobotMLLibraries,381,476,63,2048
controller,8,8,13,309
RelationsToTraceClass,23,22,15,349
EclipseLaunchConfigurations,135,147,28,471
SonarModelBusPlugin,21,28,14,377
CIM15,4378,7728,699,18208
instance,80,138,60,3362
dependency,24,38,16,263
library_types,1,0,9,206
GeoTrans,1,0,9,205
eJava,40,42,17,392
Class,1,0,9,206
cpc,17,22,14,218
