model,nodes,edges,time,mem
CSS,47,46,49,377
WrspmDomainmodel,10,14,38,341
experiment,5,4,61,325
modembed,203,352,107,1444
xmof,245,431,52,1670
JavaSource,13,22,56,344
bmmOmg,132,358,38,1098
training,20,31,15,342
After,14,22,13,342
SortMerge,10,11,13,341
IdObjectsDsl,34,33,17,365
editor,433,703,82,2511
XUL-Interactorl,97,141,26,697
murdercase,18,23,16,353
MSOfficeExcel_SpreadsheetMLBasicDef,121,197,31,1037
ds,126,154,34,1024
Spec,58,98,21,663
tigerstripe-core,179,244,36,1098
CoreDsl,182,261,36,1095
ViewPointAD,39,48,18,365
Gatekeeper,172,241,37,1084
TroposIntegratingActorConcept,8,13,13,342
ChooseEditor,87,186,27,723
jobtool,31,41,17,341
designNotes,6,5,12,342
tbool,8,7,13,330
classification,16,18,15,336
storymodel,45,58,20,415
PDL2,23,31,16,353
org.eclipse.emf.cdo.defs,29,39,17,344
Notation,80,98,21,399
GameServerModel,38,72,18,353
RobotTask,52,76,18,663
picu,6,4,14,342
taskmodel,164,250,35,1096
ModelQueryLanguage,11,11,13,317
RFCMapping,72,94,21,663
General,192,218,37,1085
rails,21,30,15,363
wcs100,268,372,70,2504
ServiceFeatureModel,97,127,24,711
GraphML,49,74,18,376
martinfowlerdsl,19,30,15,342
Room,263,438,50,1693
c_sharp,444,810,74,2531
ConditionModel,27,42,17,341
confious.owl,377,779,73,3145
hbmodel,50,53,20,664
SRM,16,21,14,330
graal-featureextensions,4,3,12,307
componentCore,36,45,42,360
ares,31,35,18,367
Contract,10,15,39,341
HaxeDSL,41,57,18,356
org.eclipse.jst.server.generic.servertype,82,98,26,700
rolebinding,16,19,60,342
AbstractUI,5,4,56,330
ddic,133,154,99,1024
diagram,3,2,11,330
GAIA,124,158,27,771
NHSM,9,12,15,318
Xtype,15,15,16,342
esb,215,304,42,1396
MSOfficeExcel_SpreadsheetMLWorkbookProp,1,0,78,330
org.eclipse.emf.cdo.server.defs,55,60,19,389
closures,8,8,14,341
UIML-3.0,11,12,18,617
customer,33,38,18,365
trustMetamodel,35,45,14,377
JKind,78,131,23,711
Enumliterals2,9,9,13,318
ComDiag,14,23,15,342
salesystem,9,12,15,341
tracability,25,43,16,354
environment,96,176,27,717
VDMapping,9,10,12,368
PPTP,40,65,19,388
kompicsComponents,41,65,19,367
PetriNets,14,31,16,341
em,26,25,16,353
MSOfficeExcel_SpreadsheetMLPrintingSetup,514,630,77,1977
fact,75,103,31,938
opmodel,63,106,23,676
Modulob,55,73,22,652
TefkatTrace,17,22,15,342
ObserverAdvice,5,8,12,330
JavaAbstractSyntax,1,0,15,877
diagnostic,12,13,14,342
gmfgraph_1.26,218,341,43,1408
SimpleGMF,5,5,13,330
TextualWorkbench,217,319,56,1468
Perceptory,1,0,11,330
StructuredText,231,228,41,841
ETPhys,47,60,20,376
rosResolutionModel,36,48,18,377
AsmL,172,329,39,1394
builtins,4,3,13,330
tableur_visitable_aspects,16,27,15,342
ProMarte,336,618,62,2192
tracemodel,79,141,26,737
cp1model,30,41,16,353
symbol,107,172,29,1000
expr,12,13,14,342
CPL,91,138,23,711
HelloJvmTypes,13,13,14,341
compose,48,79,20,664
api2mol,45,61,19,365
UMLDI-ModelManagement,26,50,17,342
PCS.owl,1184,2425,294,2332
webproject,27,32,16,380
Genesis,22,32,16,353
UserSpiele,20,21,16,366
lcoordinates,16,18,15,355
miner,26,32,16,381
SimpleUML,12,16,14,356
operations,14,15,20,633
frontend.koan,22,33,15,355
XML,25,36,16,405
HTML,172,241,36,1119
ETMap,19,22,16,340
UMLForOOClassModeling,41,58,18,371
CollaborativeMDEProcess,33,44,17,381
actions,43,61,20,976
AutBE,11,12,15,369
EXPRESSb,531,1066,96,3274
ebnfmm,24,43,16,383
ProofProcess-v1.0.0.11,49,74,20,438
QVT_SimpleUML,29,58,17,381
ASMLogo,120,165,27,764
Collaborations_Interactions_UML,43,97,20,395
component.bpel,9,9,14,356
com.ibm.commerce.subscription.facade.datatypes,75,99,184,14783
SecureUML,1,0,10,325
bpmn,172,259,36,876
RobotMLLibraries,381,476,65,2117
controller,8,8,13,336
RelationsToTraceClass,23,22,17,346
EclipseLaunchConfigurations,135,147,26,467
SonarModelBusPlugin,21,28,14,346
CIM15,4378,7728,726,14711
instance,80,138,61,3278
dependency,24,38,17,318
library_types,1,0,10,269
GeoTrans,1,0,9,243
eJava,40,42,18,395
Class,1,0,10,243
cpc,17,22,15,244
sbvrOMG,272,532,55,2565
RecordMapper,23,27,16,389
Equipment,419,672,85,2939
Physis,15,14,15,249
PrimitiveTypes,15,14,14,255
aspectj,85,138,24,698
ID,8,8,12,249
COBOL,64,86,21,547
Cal,210,354,43,1366
SCADE,443,924,84,2954
QVTOperationalCS,211,276,42,1275
statemachine_metamodel,8,10,13,247
VisualizationModel,19,27,15,262
DTInfo,27,32,16,395
Copy of component.camel,254,314,108,5788
com.ibm.commerce.oagis9.datatypes.codelists,282,281,43,1374
Dc6,28,38,16,387
XMorphLanguage_abstractSyntax,1,0,11,367
it.matiuz.menumaker.model,21,21,16,240
Elf,14,17,15,228
BlockClassBase,12,17,17,520
State,24,36,18,380
XBNFwithCardinality,8,12,16,373
MongoSQL,68,93,21,589
event,84,140,23,598
tp4,50,71,21,386
EqualMM,26,56,19,539
MiniJava,95,170,27,758
modembedmodel,81,136,24,583
SharedPreferencesModel,27,34,16,354
class_diagramm_simple,17,16,14,228
graph,22,30,15,204
ArchitectureDSL,70,105,23,576
UCTE,298,521,70,2195
unifiedflat,385,476,64,2004
