model,nodes,edges,time,mem
CSS,47,46,71,402
WrspmDomainmodel,10,14,33,357
experiment,5,4,51,351
modembed,203,352,98,1242
xmof,245,431,51,1612
JavaSource,13,22,14,344
bmmOmg,132,358,36,1122
training,20,31,15,383
After,14,22,13,366
SortMerge,10,11,12,350
IdObjectsDsl,34,33,16,382
editor,433,703,75,2586
XUL-Interactorl,97,141,26,750
murdercase,18,23,14,343
MSOfficeExcel_SpreadsheetMLBasicDef,121,197,30,818
ds,126,154,32,821
Spec,58,98,20,421
tigerstripe-core,179,244,36,1088
CoreDsl,182,261,35,1122
ViewPointAD,39,48,18,393
Gatekeeper,172,241,36,1090
TroposIntegratingActorConcept,8,13,12,356
ChooseEditor,87,186,25,788
jobtool,31,41,15,361
designNotes,6,5,12,352
tbool,8,7,12,352
classification,16,18,14,362
storymodel,45,58,17,404
PDL2,23,31,14,372
org.eclipse.emf.cdo.defs,29,39,16,383
Notation,80,98,22,452
GameServerModel,38,72,16,393
RobotTask,52,76,18,412
picu,6,4,13,346
taskmodel,164,250,34,1088
ModelQueryLanguage,11,11,14,372
RFCMapping,72,94,21,441
General,192,218,36,1079
rails,21,30,15,363
wcs100,268,372,69,2340
ServiceFeatureModel,97,127,25,741
GraphML,49,74,19,404
martinfowlerdsl,19,30,15,369
Room,263,438,49,1623
c_sharp,444,810,74,2549
ConditionModel,27,42,15,350
confious.owl,377,779,72,3150
hbmodel,50,53,19,681
SRM,16,21,14,367
graal-featureextensions,4,3,12,346
componentCore,36,45,73,393
ares,31,35,16,387
Contract,10,15,34,357
HaxeDSL,41,57,17,398
org.eclipse.jst.server.generic.servertype,82,98,27,772
rolebinding,16,19,15,372
AbstractUI,5,4,48,335
ddic,133,154,88,1112
diagram,3,2,12,346
GAIA,124,158,27,808
NHSM,9,12,13,357
Xtype,15,15,15,372
esb,215,304,41,1248
MSOfficeExcel_SpreadsheetMLWorkbookProp,1,0,67,325
org.eclipse.emf.cdo.server.defs,55,60,18,412
closures,8,8,11,356
UIML-3.0,11,12,17,631
customer,33,38,15,393
trustMetamodel,35,45,16,387
JKind,78,131,23,764
Enumliterals2,9,9,12,372
ComDiag,14,23,15,372
salesystem,9,12,15,356
tracability,25,43,16,373
environment,96,176,26,781
VDMapping,9,10,11,357
PPTP,40,65,17,397
kompicsComponents,41,65,16,403
PetriNets,14,31,14,369
em,26,25,16,382
MSOfficeExcel_SpreadsheetMLPrintingSetup,514,630,77,2137
fact,75,103,30,1009
opmodel,63,106,23,752
Modulob,55,73,20,727
TefkatTrace,17,22,15,372
ObserverAdvice,5,8,12,357
JavaAbstractSyntax,1,0,14,970
diagnostic,12,13,14,357
gmfgraph_1.26,218,341,41,1559
SimpleGMF,5,5,13,335
TextualWorkbench,217,319,55,1575
Perceptory,1,0,10,324
StructuredText,231,228,37,878
ETPhys,47,60,19,404
rosResolutionModel,36,48,17,398
AsmL,172,329,38,1210
builtins,4,3,11,351
tableur_visitable_aspects,16,27,14,372
ProMarte,336,618,61,2124
tracemodel,79,141,26,731
cp1model,30,41,17,387
symbol,107,172,29,800
expr,12,13,14,348
CPL,91,138,25,777
HelloJvmTypes,13,13,14,340
compose,48,79,20,716
api2mol,45,61,17,398
UMLDI-ModelManagement,26,50,16,383
PCS.owl,1184,2425,394,15585
webproject,27,32,16,361
Genesis,22,32,15,363
UserSpiele,20,21,15,357
lcoordinates,16,18,15,360
miner,26,32,15,428
SimpleUML,12,16,13,360
operations,14,15,19,646
frontend.koan,22,33,14,362
XML,25,36,15,374
HTML,172,241,35,1156
ETMap,19,22,15,357
UMLForOOClassModeling,41,58,18,390
CollaborativeMDEProcess,33,44,17,385
actions,43,61,21,990
AutBE,11,12,13,325
EXPRESSb,531,1066,94,3307
ebnfmm,24,43,15,350
ProofProcess-v1.0.0.11,49,74,18,404
QVT_SimpleUML,29,58,17,374
ASMLogo,120,165,26,778
Collaborations_Interactions_UML,43,97,19,387
component.bpel,9,9,13,341
com.ibm.commerce.subscription.facade.datatypes,75,99,180,14772
SecureUML,1,0,9,316
bpmn,172,259,37,852
RobotMLLibraries,381,476,63,2148
controller,8,8,13,326
RelationsToTraceClass,23,22,16,354
EclipseLaunchConfigurations,135,147,26,488
SonarModelBusPlugin,21,28,14,363
CIM15,4378,7728,699,16835
instance,80,138,65,3197
dependency,24,38,15,273
library_types,1,0,10,235
GeoTrans,1,0,7,197
eJava,40,42,17,433
Class,1,0,9,235
cpc,17,22,15,250
sbvrOMG,272,532,54,2582
RecordMapper,23,27,15,251
Equipment,419,672,125,2757
Physis,15,14,15,240
PrimitiveTypes,15,14,14,235
aspectj,85,138,23,637
ID,8,8,12,236
COBOL,64,86,20,455
Cal,210,354,42,1347
SCADE,443,924,83,2910
QVTOperationalCS,211,276,41,1286
statemachine_metamodel,8,10,12,243
VisualizationModel,19,27,14,243
DTInfo,27,32,15,422
Copy of component.camel,254,314,123,5617
com.ibm.commerce.oagis9.datatypes.codelists,282,281,41,1378
Dc6,28,38,15,238
XMorphLanguage_abstractSyntax,1,0,10,399
it.matiuz.menumaker.model,21,21,14,232
Elf,14,17,17,238
BlockClassBase,12,17,16,580
State,24,36,16,423
XBNFwithCardinality,8,12,14,405
MongoSQL,68,93,20,454
event,84,140,23,674
tp4,50,71,20,447
EqualMM,26,56,18,420
MiniJava,95,170,26,684
modembedmodel,81,136,23,672
SharedPreferencesModel,27,34,16,238
class_diagramm_simple,17,16,12,238
graph,22,30,15,232
ArchitectureDSL,70,105,23,666
UCTE,298,521,68,2170
unifiedflat,385,476,60,2082
rif11a_xsd,425,586,84,2827
Persons,5,6,68,226
Geographical,331,373,51,1125
PL1,46,77,18,442
extractor,14,14,17,403
gbind,268,572,55,1975
TPTPStaticAnalysisUtilities,64,96,22,456
discovery,25,28,16,424
newsletter,5,4,12,226
Alf,304,486,53,1973
bpmn20di,34,46,18,444
directory,95,119,24,690
aspectbind,122,205,29,898
SQLXMLQueryModel,223,387,46,1402
ParsedMetadata,22,35,71,238
henshin,85,162,26,690
asset,187,268,41,1317
BibTeX,140,139,29,912
component.common.selector,17,20,19,579
SemanticDB,29,37,15,250
strategy-agent-engine,5,4,12,226
APar,21,20,15,244
FeatureDiagrams,31,56,17,450
FoundationModel,168,221,37,936
Series,4,3,10,226
bpsim,265,358,52,1449
jamopp,390,811,155,5698
SimplifiedJMLModel,11,12,12,218
Sal,71,111,21,482
Clientes,26,30,15,255
olark,8,8,13,219
Assignments,14,18,14,237
EAI,11,15,12,235
sgraph,61,107,252,670
mindEd.ide,61,108,21,656
city2,13,16,14,229
pub_tgt,31,33,16,250
FCM,128,151,29,895
ASM,1,0,64,401
crossx,22,30,15,255
