model,nodes,edges,time,mem
CSS,47,46,81,365
WrspmDomainmodel,10,14,39,318
experiment,5,4,58,589
modembed,203,352,119,1367
xmof,245,431,51,1612
JavaSource,13,22,14,311
bmmOmg,132,358,37,1073
training,20,31,16,315
After,14,22,14,322
SortMerge,10,11,13,308
IdObjectsDsl,34,33,16,331
editor,433,703,75,2489
XUL-Interactorl,97,141,25,655
murdercase,18,23,14,335
MSOfficeExcel_SpreadsheetMLBasicDef,121,197,29,969
ds,126,154,33,994
Spec,58,98,20,682
tigerstripe-core,179,244,36,1074
CoreDsl,182,261,36,1024
ViewPointAD,39,48,18,577
Gatekeeper,172,241,34,1014
TroposIntegratingActorConcept,8,13,12,296
ChooseEditor,87,186,26,709
jobtool,31,41,15,328
designNotes,6,5,10,325
tbool,8,7,12,318
classification,16,18,15,318
storymodel,45,58,19,365
PDL2,23,31,14,357
org.eclipse.emf.cdo.defs,29,39,16,325
Notation,80,98,21,421
GameServerModel,38,72,16,347
RobotTask,52,76,17,673
picu,6,4,13,316
taskmodel,164,250,33,1050
ModelQueryLanguage,11,11,13,296
RFCMapping,72,94,20,673
General,192,218,37,1014
rails,21,30,14,335
wcs100,268,372,68,2482
ServiceFeatureModel,97,127,24,669
GraphML,49,74,19,607
martinfowlerdsl,19,30,14,334
Room,263,438,50,1668
c_sharp,444,810,74,2751
ConditionModel,27,42,16,333
confious.owl,377,779,71,3146
hbmodel,50,53,19,609
SRM,16,21,14,341
graal-featureextensions,4,3,11,318
componentCore,36,45,16,350
ares,31,35,16,358
Contract,10,15,12,334
HaxeDSL,41,57,89,333
org.eclipse.jst.server.generic.servertype,82,98,24,643
rolebinding,16,19,15,324
AbstractUI,5,4,85,331
ddic,133,154,102,1024
diagram,3,2,11,316
GAIA,124,158,26,732
NHSM,9,12,12,308
Xtype,15,15,14,296
esb,215,304,40,1393
MSOfficeExcel_SpreadsheetMLWorkbookProp,1,0,83,547
org.eclipse.emf.cdo.server.defs,55,60,17,402
closures,8,8,12,319
UIML-3.0,11,12,16,604
customer,33,38,15,358
trustMetamodel,35,45,16,350
JKind,78,131,23,692
Enumliterals2,9,9,11,320
ComDiag,14,23,15,321
salesystem,9,12,12,326
tracability,25,43,15,358
environment,96,176,26,715
VDMapping,9,10,12,318
PPTP,40,65,17,374
kompicsComponents,41,65,18,358
PetriNets,14,31,14,333
em,26,25,16,348
MSOfficeExcel_SpreadsheetMLPrintingSetup,514,630,75,2203
fact,75,103,29,892
opmodel,63,106,22,673
Modulob,55,73,20,652
TefkatTrace,17,22,14,331
ObserverAdvice,5,8,11,318
JavaAbstractSyntax,1,0,14,799
diagnostic,12,13,12,319
gmfgraph_1.26,218,341,42,1400
SimpleGMF,5,5,12,297
TextualWorkbench,217,319,53,1619
Perceptory,1,0,10,296
StructuredText,231,228,35,796
ETPhys,47,60,19,606
rosResolutionModel,36,48,17,326
AsmL,172,329,38,1375
builtins,4,3,11,302
tableur_visitable_aspects,16,27,15,334
ProMarte,336,618,60,2195
tracemodel,79,141,25,658
cp1model,30,41,16,350
symbol,107,172,28,1003
expr,12,13,13,311
CPL,91,138,24,698
HelloJvmTypes,13,13,13,322
compose,48,79,19,626
api2mol,45,61,18,371
UMLDI-ModelManagement,26,50,16,358
PCS.owl,1184,2425,301,4345
webproject,27,32,15,358
Genesis,22,32,15,343
UserSpiele,20,21,14,327
lcoordinates,16,18,24,340
miner,26,32,15,343
SimpleUML,12,16,13,327
operations,14,15,19,598
frontend.koan,22,33,14,342
XML,25,36,15,342
HTML,172,241,35,1073
ETMap,19,22,15,330
UMLForOOClassModeling,41,58,17,365
CollaborativeMDEProcess,33,44,17,358
actions,43,61,20,902
AutBE,11,12,12,327
EXPRESSb,531,1066,93,3340
ebnfmm,24,43,16,343
