model,nodes,edges,time,mem
CSS,47,46,64,360
WrspmDomainmodel,10,14,34,326
experiment,5,4,51,315
modembed,203,352,97,1387
xmof,245,431,49,1591
JavaSource,13,22,13,327
bmmOmg,132,358,36,1063
training,20,31,14,337
After,14,22,13,327
SortMerge,10,11,12,317
IdObjectsDsl,34,33,16,351
editor,433,703,75,2506
XUL-Interactorl,97,141,25,706
murdercase,18,23,13,338
MSOfficeExcel_SpreadsheetMLBasicDef,121,197,29,1011
ds,126,154,32,1007
Spec,58,98,20,655
tigerstripe-core,179,244,36,1132
CoreDsl,182,261,36,1081
ViewPointAD,39,48,18,349
Gatekeeper,172,241,36,1070
TroposIntegratingActorConcept,8,13,12,314
ChooseEditor,87,186,26,703
jobtool,31,41,16,339
designNotes,6,5,12,315
tbool,8,7,11,338
classification,16,18,14,327
storymodel,45,58,18,362
PDL2,23,31,15,338
org.eclipse.emf.cdo.defs,29,39,16,339
Notation,80,98,21,395
GameServerModel,38,72,16,348
RobotTask,52,76,17,644
picu,6,4,13,305
taskmodel,164,250,33,1059
ModelQueryLanguage,11,11,12,327
RFCMapping,72,94,21,660
General,192,218,34,1075
rails,21,30,15,336
wcs100,268,372,68,2491
ServiceFeatureModel,97,127,25,692
GraphML,49,74,18,398
martinfowlerdsl,19,30,14,327
Room,263,438,50,1671
c_sharp,444,810,74,2531
ConditionModel,27,42,15,336
confious.owl,377,779,72,3147
hbmodel,50,53,19,638
SRM,16,21,12,326
graal-featureextensions,4,3,11,303
componentCore,36,45,17,351
ares,31,35,76,349
Contract,10,15,35,327
HaxeDSL,41,57,18,349
org.eclipse.jst.server.generic.servertype,82,98,25,682
rolebinding,16,19,15,336
AbstractUI,5,4,48,303
ddic,133,154,90,1008
diagram,3,2,11,303
GAIA,124,158,26,736
NHSM,9,12,12,327
Xtype,15,15,12,326
esb,215,304,40,1387
MSOfficeExcel_SpreadsheetMLWorkbookProp,1,0,69,304
org.eclipse.emf.cdo.server.defs,55,60,18,373
closures,8,8,12,314
UIML-3.0,11,12,17,599
customer,33,38,15,349
trustMetamodel,35,45,16,351
JKind,78,131,23,680
Enumliterals2,9,9,12,327
ComDiag,14,23,14,327
salesystem,9,12,12,317
tracability,25,43,15,339
environment,96,176,27,714
VDMapping,9,10,12,327
PPTP,40,65,17,361
kompicsComponents,41,65,18,362
PetriNets,14,31,14,327
em,26,25,13,336
MSOfficeExcel_SpreadsheetMLPrintingSetup,514,630,76,1974
fact,75,103,27,943
opmodel,63,106,22,656
Modulob,55,73,21,647
TefkatTrace,17,22,15,327
ObserverAdvice,5,8,11,315
JavaAbstractSyntax,1,0,14,845
diagnostic,12,13,13,326
gmfgraph_1.26,218,341,41,1396
SimpleGMF,5,5,11,303
TextualWorkbench,217,319,55,1624
Perceptory,1,0,10,304
StructuredText,231,228,36,846
ETPhys,47,60,20,375
rosResolutionModel,36,48,18,349
AsmL,172,329,37,1388
builtins,4,3,12,304
tableur_visitable_aspects,16,27,15,327
ProMarte,336,618,61,2209
tracemodel,79,141,25,693
cp1model,30,41,16,349
symbol,107,172,28,990
expr,12,13,13,327
CPL,91,138,24,703
HelloJvmTypes,13,13,14,327
compose,48,79,19,634
api2mol,45,61,17,373
UMLDI-ModelManagement,26,50,16,339
PCS.owl,1184,2425,300,2132
webproject,27,32,14,363
Genesis,22,32,14,352
UserSpiele,20,21,16,348
lcoordinates,16,18,15,365
miner,26,32,15,350
SimpleUML,12,16,13,333
operations,14,15,20,624
frontend.koan,22,33,14,354
XML,25,36,16,354
HTML,172,241,35,1120
ETMap,19,22,15,345
UMLForOOClassModeling,41,58,17,379
CollaborativeMDEProcess,33,44,19,368
actions,43,61,20,961
AutBE,11,12,13,346
EXPRESSb,531,1066,94,3266
ebnfmm,24,43,14,354
ProofProcess-v1.0.0.11,49,74,18,389
QVT_SimpleUML,29,58,16,366
ASMLogo,120,165,25,801
Collaborations_Interactions_UML,43,97,18,400
component.bpel,9,9,13,330
com.ibm.commerce.subscription.facade.datatypes,75,99,182,14768
SecureUML,1,0,9,319
bpmn,172,259,35,1100
RobotMLLibraries,381,476,61,2132
controller,8,8,11,336
RelationsToTraceClass,23,22,16,343
EclipseLaunchConfigurations,135,147,26,472
SonarModelBusPlugin,21,28,13,346
CIM15,4378,7728,708,18431
instance,80,138,60,3354
dependency,24,38,16,414
library_types,1,0,8,198
GeoTrans,1,0,9,198
eJava,40,42,17,376
Class,1,0,9,212
cpc,17,22,15,219
sbvrOMG,272,532,53,2470
RecordMapper,23,27,15,218
Equipment,419,672,84,2838
Physis,15,14,13,212
PrimitiveTypes,15,14,13,223
aspectj,85,138,23,730
ID,8,8,12,198
COBOL,64,86,25,428
Cal,210,354,42,1279
SCADE,443,924,152,3072
QVTOperationalCS,211,276,41,1347
statemachine_metamodel,8,10,12,216
VisualizationModel,19,27,14,218
DTInfo,27,32,16,381
Copy of component.camel,254,314,122,5648
com.ibm.commerce.oagis9.datatypes.codelists,282,281,41,1305
Dc6,28,38,15,402
XMorphLanguage_abstractSyntax,1,0,10,345
it.matiuz.menumaker.model,21,21,14,215
Elf,14,17,12,203
BlockClassBase,12,17,16,532
State,24,36,17,402
XBNFwithCardinality,8,12,13,368
MongoSQL,68,93,20,447
event,84,140,23,620
tp4,50,71,19,413
EqualMM,26,56,16,384
MiniJava,95,170,25,637
modembedmodel,81,136,22,598
SharedPreferencesModel,27,34,15,223
class_diagramm_simple,17,16,13,211
graph,22,30,15,227
ArchitectureDSL,70,105,22,610
UCTE,298,521,68,2321
unifiedflat,385,476,62,1961
rif11a_xsd,425,586,85,2868
Persons,5,6,69,211
Geographical,331,373,51,1080
PL1,46,77,19,414
extractor,14,14,16,380
gbind,268,572,55,1932
TPTPStaticAnalysisUtilities,64,96,21,604
