model,nodes,edges,time,mem
CSS,47,46,83,342
WrspmDomainmodel,10,14,41,297
experiment,5,4,59,541
modembed,203,352,111,1435
xmof,245,431,51,1642
JavaSource,13,22,15,302
bmmOmg,132,358,38,1020
training,20,31,16,312
After,14,22,14,319
SortMerge,10,11,15,295
IdObjectsDsl,34,33,18,367
editor,433,703,76,2509
XUL-Interactorl,97,141,26,676
murdercase,18,23,14,307
MSOfficeExcel_SpreadsheetMLBasicDef,121,197,31,970
ds,126,154,34,958
Spec,58,98,22,616
tigerstripe-core,179,244,37,1084
CoreDsl,182,261,36,1026
ViewPointAD,39,48,20,584
Gatekeeper,172,241,37,1026
TroposIntegratingActorConcept,8,13,12,290
ChooseEditor,87,186,26,671
jobtool,31,41,17,327
designNotes,6,5,12,293
tbool,8,7,13,310
classification,16,18,16,301
storymodel,45,58,20,341
PDL2,23,31,16,310
org.eclipse.emf.cdo.defs,29,39,17,319
Notation,80,98,23,390
GameServerModel,38,72,18,580
RobotTask,52,76,19,606
picu,6,4,14,286
taskmodel,164,250,37,1047
ModelQueryLanguage,11,11,16,297
RFCMapping,72,94,24,676
General,192,218,38,1038
rails,21,30,15,310
wcs100,268,372,69,2437
ServiceFeatureModel,97,127,27,664
GraphML,49,74,20,603
martinfowlerdsl,19,30,16,310
Room,263,438,51,1671
c_sharp,444,810,76,2780
ConditionModel,27,42,16,314
confious.owl,377,779,73,3141
hbmodel,50,53,21,605
SRM,16,21,16,306
graal-featureextensions,4,3,12,288
componentCore,36,45,88,337
ares,31,35,17,322
Contract,10,15,41,296
HaxeDSL,41,57,19,336
org.eclipse.jst.server.generic.servertype,82,98,58,649
rolebinding,16,19,15,303
AbstractUI,5,4,371,293
ddic,133,154,102,952
diagram,3,2,12,323
GAIA,124,158,27,696
NHSM,9,12,13,301
Xtype,15,15,16,325
esb,215,304,42,1366
MSOfficeExcel_SpreadsheetMLWorkbookProp,1,0,81,283
org.eclipse.emf.cdo.server.defs,55,60,20,354
closures,8,8,14,292
UIML-3.0,11,12,19,550
customer,33,38,17,326
trustMetamodel,35,45,19,332
JKind,78,131,24,682
Enumliterals2,9,9,13,297
ComDiag,14,23,14,302
salesystem,9,12,13,291
tracability,25,43,17,321
environment,96,176,28,679
VDMapping,9,10,13,298
PPTP,40,65,18,337
kompicsComponents,41,65,19,341
PetriNets,14,31,15,325
em,26,25,15,317
MSOfficeExcel_SpreadsheetMLPrintingSetup,514,630,77,2223
fact,75,103,29,882
opmodel,63,106,23,664
Modulob,55,73,21,609
TefkatTrace,17,22,15,314
ObserverAdvice,5,8,12,293
JavaAbstractSyntax,1,0,15,849
diagnostic,12,13,14,297
gmfgraph_1.26,218,341,42,1439
SimpleGMF,5,5,12,288
TextualWorkbench,217,319,57,1603
Perceptory,1,0,11,283
StructuredText,231,228,38,826
ETPhys,47,60,19,364
rosResolutionModel,36,48,17,332
AsmL,172,329,38,1378
builtins,4,3,13,305
tableur_visitable_aspects,16,27,15,307
ProMarte,336,618,62,2226
tracemodel,79,141,25,655
cp1model,30,41,17,324
symbol,107,172,29,936
expr,12,13,14,319
CPL,91,138,25,656
HelloJvmTypes,13,13,13,297
compose,48,79,19,595
api2mol,45,61,18,377
UMLDI-ModelManagement,26,50,17,322
PCS.owl,1184,2425,298,4626
webproject,27,32,16,341
Genesis,22,32,16,333
UserSpiele,20,21,15,323
lcoordinates,16,18,15,319
miner,26,32,15,336
SimpleUML,12,16,13,319
operations,14,15,20,588
frontend.koan,22,33,15,332
XML,25,36,16,333
HTML,172,241,36,1065
ETMap,19,22,16,322
UMLForOOClassModeling,41,58,18,353
CollaborativeMDEProcess,33,44,14,346
actions,43,61,21,895
AutBE,11,12,13,316
EXPRESSb,531,1066,95,3369
ebnfmm,24,43,16,336
ProofProcess-v1.0.0.11,49,74,19,368
QVT_SimpleUML,29,58,16,350
ASMLogo,120,165,26,723
Collaborations_Interactions_UML,43,97,19,636
component.bpel,9,9,13,357
com.ibm.commerce.subscription.facade.datatypes,75,99,185,4525
SecureUML,1,0,10,298
bpmn,172,259,35,1031
RobotMLLibraries,381,476,63,2066
controller,8,8,12,295
RelationsToTraceClass,23,22,16,322
EclipseLaunchConfigurations,135,147,26,440
SonarModelBusPlugin,21,28,14,314
CIM15,4378,7728,705,19769
instance,80,138,64,3208
dependency,24,38,16,231
library_types,1,0,9,201
GeoTrans,1,0,10,215
eJava,40,42,18,422
Class,1,0,10,215
cpc,17,22,15,221
sbvrOMG,272,532,57,2441
RecordMapper,23,27,15,252
Equipment,419,672,85,2806
Physis,15,14,14,230
PrimitiveTypes,15,14,13,220
aspectj,85,138,25,648
ID,8,8,12,201
COBOL,64,86,20,485
Cal,210,354,43,1426
SCADE,443,924,84,2920
QVTOperationalCS,211,276,98,1412
statemachine_metamodel,8,10,13,199
VisualizationModel,19,27,16,214
DTInfo,27,32,16,380
Copy of component.camel,254,314,123,5638
com.ibm.commerce.oagis9.datatypes.codelists,282,281,42,1333
Dc6,28,38,16,381
XMorphLanguage_abstractSyntax,1,0,11,342
it.matiuz.menumaker.model,21,21,15,209
Elf,14,17,13,210
BlockClassBase,12,17,16,506
State,24,36,18,369
XBNFwithCardinality,8,12,15,348
MongoSQL,68,93,21,571
event,84,140,23,602
tp4,50,71,21,413
EqualMM,26,56,17,533
MiniJava,95,170,26,621
modembedmodel,81,136,23,596
SharedPreferencesModel,27,34,16,216
class_diagramm_simple,17,16,13,197
graph,22,30,15,239
ArchitectureDSL,70,105,23,590
UCTE,298,521,69,2194
unifiedflat,385,476,62,2006
rif11a_xsd,425,586,85,2845
Persons,5,6,78,220
Geographical,331,373,52,1127
PL1,46,77,19,398
extractor,14,14,16,364
gbind,268,572,56,1913
TPTPStaticAnalysisUtilities,64,96,22,571
discovery,25,28,16,378
newsletter,5,4,12,195
Alf,304,486,55,1926
bpmn20di,34,46,19,385
directory,95,119,24,613
aspectbind,122,205,30,802
SQLXMLQueryModel,223,387,46,1412
ParsedMetadata,22,35,82,369
henshin,85,162,27,777
asset,187,268,43,1300
BibTeX,140,139,30,818
component.common.selector,17,20,20,517
SemanticDB,29,37,17,384
strategy-agent-engine,5,4,12,218
APar,21,20,15,359
FeatureDiagrams,31,56,16,396
FoundationModel,168,221,35,1024
Series,4,3,12,188
bpsim,265,358,52,1459
jamopp,390,811,174,5650
SimplifiedJMLModel,11,12,14,197
Sal,71,111,21,573
Clientes,26,30,16,374
olark,8,8,13,205
Assignments,14,18,14,208
EAI,11,15,14,205
sgraph,61,107,241,722
mindEd.ide,61,108,23,576
city2,13,16,14,197
pub_tgt,31,33,16,224
FCM,128,151,29,800
ASM,1,0,78,337
crossx,22,30,16,216
soopl,67,120,23,579
spreadsheet,11,19,12,205
GraphicalProcessEditorModel,20,31,15,211
camel-spring,1584,2633,292,2331
MTRANS,39,75,19,454
writers,16,15,15,229
performance,28,38,17,253
things,49,79,19,449
T6,10,17,14,213
Before,38,69,19,423
lob,6,5,11,213
IFConfiguration,72,118,21,644
extension,5,4,12,213
example,23,42,16,238
UMLDI,3,1,60,712
ServiceDsl,44,75,18,420
policy,44,58,21,437
Resolute,69,116,22,634
emffrag_internal,7,6,13,213
ImperativeOCLCS,68,88,22,635
interpreter,4,3,12,213
MoMM,1,0,9,203
ThreeJsWrapperDescriptionLanguage,45,60,19,428
ProjectTrackerResources,7,7,13,213
Jess,126,236,32,893
CharacterScript,53,74,19,439
zvisclasses,20,22,15,222
rule,24,28,16,226
FractalIdt,9,9,13,239
ObjectNotation,37,54,17,424
android,47,78,20,443
gameserver,8,15,13,213
gmfgraph_1.30,264,390,47,1549
SiSiPNML,7,6,13,213
catalog,26,31,15,248
RelationalDBContent,15,28,14,228
QVTcCST,50,67,19,438
Program,5,5,10,213
pushbuttonbuild,22,25,16,223
EMOF,79,128,23,487
connector-configuration,9,9,13,213
Problem,248,247,38,674
timedAutomata,269,436,50,1582
Promenade,1,0,9,203
knowledge,18,27,14,238
CloudML,63,102,21,456
tableur_modifie,12,20,13,229
spem2,300,521,54,1790
frontend.chain,21,36,15,228
component.clojure,8,8,13,213
GenModel,186,240,38,1095
enactment,15,18,14,220
QVTrCST,72,91,22,660
archimate,165,306,37,1292
WikiTable,20,26,14,229
decobat,94,102,25,665
waqtsalat,36,36,16,248
bluexml,272,391,48,1564
simplemath,23,37,15,238
demo,19,23,14,229
AMN,303,433,49,1302
ABC,4,5,11,213
saltSemantics,15,14,12,213
UEMLExtensionDynamicAspects,55,130,20,626
volere,18,21,15,222
resourcemanager,9,10,13,229
models1,74,100,30,1145
sec,29,41,16,423
typemodel,57,63,20,438
CIMLevelZero,1167,1454,153,6019
FacesConfig,601,907,115,3836
Protocol,3,2,12,215
fsml,8,8,13,221
debug,8,7,12,216
FlatQVT,416,837,145,882
scl,811,1045,128,4754
sla,25,33,16,286
ExampleEMF,17,28,12,256
Automaton,14,20,14,254
flat11,86,113,27,715
FlowDsl,45,57,18,520
family,18,25,14,256
school,33,63,18,468
TargetPlatform,16,18,14,258
Sharengo,20,33,14,256
LibraryInteractionModel,41,56,17,478
plsql,223,355,41,1310
DslECharts,97,140,27,729
plaModel2,54,83,19,484
sequence_diagram,47,78,19,519
modules,43,48,17,477
syncchartsExtended,3,2,12,237
customerBehaviour,37,54,18,300
EBC,29,28,17,256
ctx,31,54,17,276
etsl,13,21,14,237
LibClasses,11,21,14,237
person,9,9,13,258
CFG,15,28,15,256
Calendar,31,42,18,465
e2,42,56,19,551
JavaBehavior4UML,11,10,14,238
frontend.attribution,30,50,16,285
ir,144,231,33,983
embedded,13,18,15,239
imgpro,106,141,27,746
JavaVMTypes,118,212,32,1037
VisualizationDsl,17,24,15,247
sokan,39,50,19,476
CellInit,3,2,14,239
iolist,161,203,36,1066
office,10,16,13,234
XWTWorkBench,62,60,20,302
WebApplications_ConceptualModel,54,112,22,506
UnifiedOntologyLanguage,1,0,10,228
XSchema,1,0,12,457
Glsl,160,277,36,1103
process,19,30,15,248
UmlMessage,8,7,14,238
RequirementSourcesConf,3,2,13,230
travel,38,62,15,509
moduleCore,27,33,16,256
cor,13,12,19,469
workspaceModel,7,11,14,235
multichoice,35,44,18,314
mmiEvents,192,279,35,1310
format,9514,12936,1548,42539
PolicyEngine,21,29,15,356
jdsl,48,62,18,455
Amble,1,0,10,217
StateChart,22,31,15,227
OCLStates,24,33,16,387
overview,3,2,11,194
taxonomy-builtin,24,22,15,228
ProofProcess-v1.0.0.10,48,73,20,414
emfacade,121,156,55,1063
config.switchyard,103,141,29,798
parsingmodel,9,13,14,201
pannotation,175,235,37,1047
CPNDefinition,16,23,15,209
adaptiveSystem,61,102,23,435
SimplePDL,21,34,14,214
kevoree2,17,25,15,208
original,14,29,15,214
Images,3,2,13,193
cgmodel,232,376,48,1441
OotDatabase,113,111,26,632
entityrelation,40,66,19,398
WorkDefinitions,23,52,17,412
