model,nodes,edges,time,mem
saltSemantics,15,14,13,268
UEMLExtensionDynamicAspects,55,130,29,532
volere,18,21,14,247
resourcemanager,9,10,14,236
models1,74,100,30,1256
sec,29,41,16,289
typemodel,57,63,19,287
CIMLevelZero,1167,1454,152,6055
FacesConfig,601,907,115,3965
Protocol,3,2,11,223
fsml,8,8,12,223
debug,8,7,12,235
FlatQVT,416,837,149,10445
scl,811,1045,126,4736
sla,25,33,13,257
ExampleEMF,17,28,13,245
Automaton,14,20,13,245
flat11,86,113,22,712
FlowDsl,45,57,18,462
family,18,25,15,247
school,33,63,17,463
TargetPlatform,16,18,14,243
Sharengo,20,33,14,267
LibraryInteractionModel,41,56,17,469
plsql,223,355,41,1333
DslECharts,97,140,25,711
plaModel2,54,83,18,482
sequence_diagram,47,78,18,477
modules,43,48,17,460
syncchartsExtended,3,2,11,221
customerBehaviour,37,54,16,294
EBC,29,28,15,283
ctx,31,54,16,445
etsl,13,21,16,246
LibClasses,11,21,14,254
person,9,9,11,245
CFG,15,28,14,248
Calendar,31,42,19,449
e2,42,56,18,498
JavaBehavior4UML,11,10,13,233
frontend.attribution,30,50,16,258
ir,144,231,31,963
embedded,13,18,14,258
imgpro,106,141,25,776
JavaVMTypes,118,212,32,937
VisualizationDsl,17,24,14,244
sokan,39,50,17,498
CellInit,3,2,11,237
iolist,161,203,34,979
office,10,16,13,268
XWTWorkBench,62,60,20,294
WebApplications_ConceptualModel,54,112,21,489
UnifiedOntologyLanguage,1,0,10,224
XSchema,1,0,10,408
Glsl,160,277,35,1094
process,19,30,16,267
UmlMessage,8,7,12,252
RequirementSourcesConf,3,2,14,240
travel,38,62,18,498
moduleCore,27,33,16,271
cor,13,12,18,422
workspaceModel,7,11,13,235
multichoice,35,44,17,457
mmiEvents,192,279,35,1308
format,9514,12936,1526,43586
PolicyEngine,21,29,15,377
jdsl,48,62,19,451
Amble,1,0,10,206
StateChart,22,31,14,242
OCLStates,24,33,15,374
overview,3,2,12,192
taxonomy-builtin,24,22,14,218
ProofProcess-v1.0.0.10,48,73,19,416
emfacade,121,156,53,1063
config.switchyard,103,141,29,956
parsingmodel,9,13,11,206
pannotation,175,235,36,1085
CPNDefinition,16,23,15,211
adaptiveSystem,61,102,21,422
SimplePDL,21,34,15,215
kevoree2,17,25,14,212
original,14,29,14,211
Images,3,2,11,193
cgmodel,232,376,47,1445
OotDatabase,113,111,24,642
entityrelation,40,66,16,405
WorkDefinitions,23,52,14,425
javaformscodegen,75,72,21,273
lmaintenance,45,44,18,269
gmfmap_2007,139,232,36,1092
webpage,19,21,15,215
petri_nets,10,14,13,227
UML_withReuseContracts,26,38,16,382
com.ibm.commerce.payment.datatypes,219,289,177,7573
AppChoco,27,30,17,238
jaxrpcmap,87,107,25,659
eocl,3,2,12,214
CL,90,118,36,1341
Urban,93,124,24,666
KM3,43,89,20,449
parser,37,42,19,429
XMIWorkspace,27,26,16,231
sketch,11,11,15,221
PartialStateDescription,66,123,22,471
org.eclipse.wst.ws.internal.model.v10.rtindex,19,23,22,581
requirements,76,108,23,472
EcdarText,247,447,48,1573
Forms,169,235,36,1279
jex,60,94,21,453
CIM14,3292,5294,530,9748
phenotype,7,7,18,532
Eso,26,30,14,349
uml2diff,16,28,14,340
generatedModel,15,23,13,208
setup,58,97,21,537
Roco2,104,161,25,731
LaTeX,82,105,22,538
property,6,5,12,330
transent,6,6,12,201
org.eclipse.wst.ws.internal.model.v10.taxonomy,24,30,14,346
PetriNet,25,29,15,208
PNML_basic,133,266,32,888
Daos,15,18,13,200
SEE_Design,26,47,16,353
stakeholder,22,23,15,335
GUI,106,132,25,695
text,26,43,14,341
MSProject2,1,0,9,324
OO_concept_initial,38,69,17,349
spreadsheetModified,31,39,15,357
vb,265,403,48,1504
Unql,17,19,14,218
UEMLExtensionModelingAspects,57,136,22,543
graphiti,171,269,36,1069
cmsl,63,102,20,533
rdf,55,117,23,506
ext,10,8,11,201
Constraints,32,54,16,357
v41,110,129,33,853
additionalTagMetadata,13,14,16,209
Scilab,1,0,11,470
Scenario,8,7,19,602
Dsl,189,318,39,1246
Xscript,12,11,13,205
Leveleditor,238,295,42,1240
database,75,136,23,530
Content,69,104,24,533
uma,348,462,72,2534
rolemetamodel,16,25,13,203
activestatedebugger,23,30,15,349
com.ibm.commerce.oagis9.datatypes.unqualifieddatatypes,72,71,35,1684
scrum,29,37,17,357
com.ibm.commerce.foundation.datatypes,164,221,162,5960
Features,11,15,14,212
aterms,20,27,15,251
People,13,18,14,252
activityDiagram,35,66,18,437
abstractcim,25,40,17,418
UTPPredefined,12,10,13,242
Transformation,112,194,28,887
Sass,3,2,11,241
definitions,76,87,19,476
bonide,63,83,20,459
Izpack,97,112,24,652
BrokerDSL,6,6,13,208
GraphViewStyle,14,13,14,248
R2ML,367,594,62,2043
tp5,30,43,18,424
Message,22,25,17,242
topology,21,37,18,419
BuildDSL,13,16,14,224
ASL,53,67,20,471
modelica,394,467,59,1348
klayoutdata,25,28,18,409
conceptmodel,14,17,14,211
Firewalll,16,20,14,251
sequence-diagram-notation,3,2,12,242
planrouge,53,70,20,454
src,38,45,15,251
MyDsl,18,23,15,261
crosswalk,140,211,33,896
org.eclipse.emf.cdo.server.db.defs,16,17,15,251
Agate,274,466,53,1768
BusinessProcessModel,44,87,20,436
featuremodel,40,57,19,419
mediator,558,656,86,3220
ProjectProofProcess,9,9,13,246
GUIdancerComponentHierarchy,15,25,14,409
concat,5,4,11,247
lwc11,8,10,15,240
SmallJava,62,103,22,476
resourcedesc,15,25,15,248
exportmodel,20,22,16,242
Xpect,33,51,19,427
objects,4,3,12,224
toolpalette,21,23,15,229
iaca,61,96,21,442
Contact,57,63,19,466
ScriptUIGraph,14,24,15,251
profiler,14,20,14,242
SACM,305,504,55,2147
AtsDsl,142,197,32,887
org.cylio.project.domain.editor,32,37,17,261
FiniteStateMachine,23,50,16,429
jpdl32,372,515,72,2145
SPEM,1,0,10,224
mlhim2,334,567,77,2842
Java-20040316,27,54,16,427
idc,224,392,44,1362
bz377606,9,9,13,242
Project,704,1141,111,4731
OCCAM,59,112,20,455
QVTCST,11,13,17,229
MSOfficeWord_WordprocessingMLBasicDef,171,296,37,1105
web_service,17,23,14,251
UML_UseCases,32,67,18,416
wscommon,13,13,14,251
Families,10,11,13,242
response,96,121,29,667
configurator,26,40,16,423
AIService,13,19,13,214
ReasoningResult,17,20,15,251
Function,53,87,21,476
plan,27,31,17,428
dummy,20,30,15,242
CssExtDsl,89,140,24,649
RequisitePro,25,51,16,418
doc,84,114,22,651
report,8,8,12,243
landuse,18,18,22,796
newcar,11,17,13,242
pylon,74,86,21,473
MonitorProgram,57,111,20,607
MediatorAdvice,7,7,12,224
Yucuk,6,6,10,228
tasks,40,47,19,607
VHDL,3,2,10,229
modellog,111,147,25,707
metadata,19,24,16,419
drools,32,38,18,416
loadcurve,15,16,14,250
bio_tgt,47,57,19,467
commonarchivecore,50,85,41,1806
UI,54,77,19,481
com.ibm.commerce.contract.facade.datatypes,41,54,174,6506
depgraph,52,82,20,646
MiningMart_ViewCaseRepresentation,1,0,10,294
ProofProcess-v1.0.0,47,71,18,527
OpenCL,34,55,17,464
People1,11,16,12,255
Gdbsl,5,5,11,280
OpServiceModel,26,33,16,284
Suite,10,12,11,239
taipan,64,108,21,553
mind,133,237,32,962
sco,34,46,17,445
Organization,62,74,25,726
States,23,22,15,281
hExample_3_RHS,4,3,11,285
iplog,60,70,21,543
threevaluedlogic,17,27,13,270
MModelURIMap,6,6,12,278
mongodb,53,79,19,481
Copy of library,21,33,15,234
PNML_structured,145,299,34,973
templatecall,4,3,12,279
models2,463,666,75,2753
wfs,209,270,49,1541
org.eclipse.component,35,45,19,466
powrmart,1155,1493,189,6716
kaom,15,29,15,247
conceptmap,45,56,18,289
dtmc,65,92,20,499
DefaultName1,18,26,13,238
MSOfficeExcel_SpreadsheetMLStyles,449,627,70,2344
jtemplates,3,2,11,248
adapter,9,9,17,577
QVTcoreCST,8,9,13,262
OpenAir,147,209,31,901
TraceEditor,27,48,15,429
ExtendedPO2,44,62,19,458
sample,41,54,18,478
flowchart,58,100,20,518
Instances,11,11,14,261
Golang,8,8,11,243
pgadmin,15,16,13,269
rules_core,23,40,15,247
com.ibm.commerce.promotion.facade.datatypes,145,178,177,6718
Epk,62,119,22,540
Metrics,1,0,9,229
message-meta,40,40,16,305
frontend.imperative,21,29,14,259
collaviz,43,66,18,488
SQLQueryModel,410,952,80,2832
wcs100_gml,122,171,37,1069
flow_concept,22,38,14,284
FieldSelection,12,15,13,274
WebApplications_AbstractModel,1,0,8,263
Node,4,3,9,264
Dime,130,222,28,1024
cp3model,21,40,14,276
rentalSansGmfAnnot,24,37,16,286
My,2,1,11,253
component.jca,54,75,27,929
Macro,34,43,16,296
library_eve,17,25,14,274
mulemodel,69,106,22,532
evilsystem,43,74,19,484
futsal,75,115,22,533
Adl,125,198,29,805
BibTeX1.1,34,66,17,495
ExampleInteractionModel,66,65,19,328
PetrinetDsl,31,30,16,295
inventory,54,100,21,541
DFA,23,36,15,260
NanoStructure,37,48,17,500
RDBMSMM,14,19,14,277
Hello,5,5,12,239
gamelogic,151,202,32,846
CssDsl,80,120,23,540
PragmaCPNDefinition,20,32,16,284
CDE,17,23,15,253
Epatch,51,75,20,531
play,56,69,21,528
InstanceModel,21,38,15,276
sbp-designer,19,30,14,250
BPM,13,18,14,249
smil20,87,95,31,1138
MovieDB,7,6,13,274
ClassModel,76,112,23,537
MIME,14,18,21,678
kernel,44,87,20,506
Tutorial,14,16,13,260
waterbody,52,62,27,968
Sequencemodel,61,99,24,516
JavaProject,31,49,17,482
uiextensionmodel,30,29,16,295
lqn,5,3,11,253
VorkursDomain,64,77,20,530
ServiceData,47,57,18,510
Simulator,67,102,22,544
radar,29,27,16,494
Values,17,37,13,274
annotationModelReference,3,2,11,264
krendering,122,183,29,806
rif11a,134,217,32,1024
pl0extended,8,9,12,275
ModelFragment,10,11,13,286
RefiningTrace,31,42,16,476
GoModel,8,7,12,275
identification,16,25,14,274
Seal,95,165,25,793
business,83,147,23,751
ofbiz,140,294,36,1024
majordomo,93,182,26,767
banner,14,16,13,274
house,44,70,18,491
tracermodel,71,72,20,334
building,173,217,48,1889
tableur_visitable,16,25,14,271
J2SE5,240,464,48,1791
AjModel,46,88,19,505
gmfgraph_1.24,215,335,42,1321
GenericEditor,32,48,16,476
propsheet,7,7,25,477
graphdef,111,156,26,789
UDDI_meta-model_fragment,13,17,14,253
implementation,18,20,15,274
mule,450,585,85,2856
DGS,68,92,21,540
BDDModel,34,50,18,295
RDFS,98,155,25,609
PathExp,1,0,9,266
VisualDiagnostic,8,10,12,254
Trace,17,22,14,274
timing-diagram,78,155,25,782
MiningMart_SimplifiedMetamodel,23,44,15,274
SelfletBehavior,31,51,17,495
ImpModLang,27,45,17,279
MapDsl,14,17,14,275
CSharp,38,60,18,491
dpd,56,72,22,513
.skriven,191,196,31,653
dbprice,5,4,12,271
Mapper,47,57,25,729
tp6,80,98,21,537
GWPNV4,20,45,15,274
socnet,11,16,13,279
events,27,39,19,477
objectrepository,12,13,14,274
Dot,15,24,14,253
NetModel,88,138,23,744
result,6,7,12,274
ruleml,6,7,11,239
hExample_1_RHS,5,5,12,239
Bitbucketmgr,10,11,13,286
basic,5,4,12,256
FlowGraph,38,86,17,499
r4e.design.rules,30,34,15,298
codesyncjava,12,11,13,275
system,22,37,20,492
AUIML,1004,1773,156,5563
ToDoListDiag,28,39,17,273
openome_model,132,233,32,933
Make,23,34,17,274
uForthRT,15,18,14,240
flow_edge,13,23,15,255
Matlab,1,0,13,423
DecoraDsl,108,170,28,738
opa,49,66,19,475
sdbpmn,76,101,25,673
xls,54,91,19,481
CXF,83,91,24,716
spielfeld,35,49,17,462
accounting,37,60,17,450
Total,7,5,11,215
PetriNetModel,25,29,15,267
sqljava,18,18,15,256
ast,54,76,21,658
DSML,82,122,23,697
nuopc,105,150,29,750
Repository,1,0,9,243
daum,96,140,25,735
modifications,11,13,13,230
idl,70,127,26,685
Headline,3,2,11,255
Java,373,794,90,4894
OPF31,161,180,38,1170
appmodel,25,29,15,261
cbe,90,110,26,692
MiniScript,72,113,24,502
spm,43,58,32,460
S,34,52,17,438
map,24,39,19,633
acad,69,68,480,651
com.ibm.commerce.installment.facade.datatypes,140,187,182,5852
layout,10,12,14,273
CDPSM,412,626,81,2741
agents,28,27,17,480
sm_mm_1,46,84,20,566
bootstrap,46,74,19,492
SysML,152,168,32,822
BasicBlocks,15,19,15,270
MSVisio_DatadiagramMLTextFormat,300,594,60,1946
JavaTypes,4,3,10,232
com.ibm.commerce.catalog.facade.datatypes,712,956,271,9603
IFC2X3_TC1,3352,5223,558,2966
SmartHouse,82,124,26,567
org.eclipse.component.use,13,14,15,326
ExtendedTypes,22,27,16,347
confOf.owl,433,876,81,3540
CWMCore,37,76,18,590
CoreThemes,4,3,11,336
ecorebinding,41,82,19,606
library07,18,26,15,326
jsflibraryregistry,24,31,16,344
WSLink,11,9,12,305
metamodel@runtime,108,187,27,907
DependencyDsl,44,55,19,368
caz,29,42,19,576
abnf,47,72,19,614
launching,11,10,13,306
rascalmetric,12,15,14,327
ZEvesProofProcess,10,11,14,326
IsabelleProofProcess-v1.0.0.10,32,38,18,326
XPDL-1.14,1,0,12,569
com.ibm.commerce.giftcenter.facade.datatypes,129,158,177,14036
EQN,26,55,17,355
PRR,94,206,28,949
epo2,44,62,19,353
bf,11,23,15,324
jBPM5Extensions,24,27,17,338
IDLMM,98,146,25,679
ServerGeneratorLanguage,29,46,17,339
rezept,179,221,35,1026
expressions,64,99,21,609
di1,60,70,25,636
IMSTransactionMessage,87,81,22,411
XMLType,20,21,18,325
annotations,22,32,17,323
gore,76,117,28,922
OCL,223,307,50,1603
warmok,54,74,18,619
etunit,33,39,18,333
ncx,127,171,32,968
predefinedobjects,168,167,35,1006
cmd,142,152,29,710
builder,31,50,18,325
GraphViewMapping,23,38,16,324
magicDB,87,116,23,630
inheritancemapping,29,36,17,339
Cristal,18,33,15,341
crs_dr.owl,460,935,87,3967
math,6,5,93,312
Bnl,3,2,12,311
XMA_GUIDesigner,642,984,106,3824
Specio,74,96,22,631
opm,65,108,22,628
outputter,30,38,19,598
dbl,319,605,61,2506
pico,51,78,28,362
search,32,37,18,322
riehle97base,7,8,13,311
uForthProgram,14,19,15,322
esx,2142,2246,217,7432
tags,6,6,12,293
q4bpmn,29,33,16,322
embeddedid,7,7,11,300
KSecurityModel,21,27,15,298
metric,7,7,12,293
METAH,52,66,19,547
BooleanExpressions,26,37,16,292
Gherkin,39,59,17,318
qsar,91,108,28,860
Axdt,171,188,32,701
DependencyChain,36,49,17,338
ODP-IV,47,114,21,582
XTuring,23,29,16,293
reusejava,4,3,13,292
probekit,96,122,28,859
order,13,11,15,293
egis,13,17,16,293
evaluationresult,10,10,13,273
ros,78,96,26,610
StateDiagram,10,12,15,302
Statecharts,19,31,16,290
ConnectionErrors,26,25,18,547
Byteman,120,194,29,870
fxg,516,666,78,2504
util,10,11,13,293
Zapfmaster2000,121,177,31,866
cm,35,54,19,329
com.ibm.commerce.member.facade.datatypes,384,477,213,5204
services,30,37,17,318
conference,20,33,15,317
AML,343,445,69,2161
transportation,68,85,32,1057
attributes,9,11,13,315
NetDSL,140,139,30,951
ebXML,94,162,27,855
OpenModelicaAbstactSyntax,492,806,76,2773
wikigen,14,15,15,292
frontend.qool,76,124,24,605
telehash,32,33,482,341
signature_and_call,12,18,14,291
tdt4250,42,66,19,318
org_stageconfig,14,18,14,325
customsandwich,15,14,14,293
Guixdsl,9,11,13,323
scan,15,14,14,289
Base,4,3,12,292
UEMLExtensionCapturingSocialEffects,69,168,51,602
spray,83,137,26,628
types,4,3,11,292
SimulinkStateFlow,57,92,67,602
arduino,114,167,57,937
predicate,29,52,18,595
com.ibm.commerce.price.facade.datatypes,290,394,231,7324
Problems,13,13,14,282
Ldb,5,5,13,282
nbs,56,74,20,580
xml_pois_structure,6,5,13,282
infosystem,71,70,21,356
robmod,44,62,19,348
elementRegistry,17,20,16,284
java5,299,575,59,1959
SimpleJava,33,39,17,306
dataset,70,89,22,582
cloud,8,9,13,282
picmodel,21,27,16,282
javalogtrace,3,2,15,311
DesignPatterns,65,69,23,584
WTIP_SimpleRDBMS,12,16,14,289
aladim,43,70,19,553
evidence,8,8,16,547
Gantt,52,60,19,579
PDL1,18,24,14,282
utp,77,76,23,583
Junitresult,48,60,19,553
formsextension,4,3,15,312
mapping,37,48,17,534
QuickEditTabSections,9,10,15,282
sitacCtrl,22,32,21,530
PIM,17,20,15,305
externaldatasource,4,3,13,282
specification,53,91,21,556
phenomenon,4,3,13,282
application,152,192,94,1726
dp,23,42,16,309
ActivitiExtensions,93,106,28,832
jca,80,98,26,828
BoxMM,29,58,17,308
styles,18,23,13,282
DataType,1,0,86,282
remusassignments,9,9,14,287
xhtml,707,1047,135,4598
bpmn20_ttc,633,1146,112,4124
dtdsl,18,20,15,279
UseCaseInvariant,23,35,15,355
SigmaxApp,33,45,18,331
freemarker,3,2,12,282
oclstdlib,1,0,9,281
atl2java,55,95,22,551
customers,13,13,15,289
FXGraph,97,150,28,663
DTD,115,177,26,851
manifest,93,120,26,878
org.eclipse.gmf.codegen.jar_models.gmfgen,718,1080,121,4598
OpenQVT,55,97,21,580
persistence,34,34,46,1786
graphO,62,66,20,356
harmonica,25,32,16,298
uitf,46,56,19,312
emftools,11,11,15,302
efeature,7,6,14,280
EXPRESS,566,1164,105,3813
RSS,38,50,19,308
bpmn20exec,11,12,14,279
modelo,3,2,13,311
REAL,79,112,24,583
sd,19,32,16,287
TreeMapViewer,14,18,14,280
webapplication,158,240,40,1127
Grafcet,1,0,9,279
Config,24,29,16,308
chess,48,64,18,332
Xdoc,87,145,29,896
old_epn,142,259,38,1078
controlMinimal,9,10,13,286
mule-ide,19,22,16,282
QVTrelationCST,67,94,24,627
TypeSystem,151,150,31,859
Table,8,12,14,282
gpx,126,136,33,859
com.ibm.commerce.content.facade.datatypes,395,545,231,7519
EnumLiterals,7,6,13,533
ModulobTypes,13,18,15,365
gmfgraph_1.25,216,337,44,1446
QoS_Characteristic,27,40,18,341
com.ibm.commerce.order.facade.datatypes,464,583,227,6558
l2,63,62,23,608
DTMP,1,0,9,268
DiVA,123,219,31,922
RunHALL,381,717,70,2217
Spl,1,0,13,513
org.eclipse.datatools.connectivity.oda.design,273,360,57,1872
FractalItf,171,261,36,972
SimpleSBVR,68,123,23,603
BaseCST,144,274,36,1098
GenModel2,17,19,16,295
Specio2,102,100,26,687
cityfurniture,24,24,23,806
Karel,57,81,20,612
ObjectDsl,20,27,14,292
EssentialOCLCST,92,157,27,860
kevoree,149,244,35,940
MGraph,32,45,17,317
org.eclipse.mylyn.reviews.frame.core.model,38,60,18,338
OCL_Operations,33,69,17,544
QVTOperationalCST,233,317,45,1519
ProjectProofProcess-v1.0.0,9,9,13,293
component.soap,62,79,28,1052
claim,21,26,17,290
component.camel.quartz,15,16,19,755
ATOM,1,0,10,267
ATL-Profiler,33,41,16,317
ACME,43,73,18,580
BD,20,29,15,292
Connectivity,132,253,36,1079
accesscontrol,33,60,16,338
Anfelisa,11,16,13,291
Rss20,98,112,29,927
component.bean,8,8,13,291
TransactionModel,8,8,13,267
carnot,499,928,109,3809
WSTest,34,38,18,321
