model,nodes,edges,time,mem
CSS,47,46,68,411
WrspmDomainmodel,10,14,36,352
experiment,5,4,50,330
modembed,203,352,98,1233
xmof,245,431,51,1619
JavaSource,13,22,35,337
bmmOmg,132,358,38,1123
training,20,31,16,375
After,14,22,15,358
SortMerge,10,11,15,348
IdObjectsDsl,34,33,16,379
editor,433,703,74,2579
XUL-Interactorl,97,141,25,740
murdercase,18,23,13,377
MSOfficeExcel_SpreadsheetMLBasicDef,121,197,29,835
ds,126,154,31,819
Spec,58,98,20,418
tigerstripe-core,179,244,36,1094
CoreDsl,182,261,36,1132
ViewPointAD,39,48,18,378
Gatekeeper,172,241,36,1084
TroposIntegratingActorConcept,8,13,12,355
ChooseEditor,87,186,25,782
jobtool,31,41,17,385
designNotes,6,5,12,352
tbool,8,7,13,352
classification,16,18,12,365
storymodel,45,58,18,403
PDL2,23,31,16,371
org.eclipse.emf.cdo.defs,29,39,17,361
Notation,80,98,21,438
GameServerModel,38,72,16,388
RobotTask,52,76,18,411
picu,6,4,14,349
taskmodel,164,250,34,1080
ModelQueryLanguage,11,11,13,352
RFCMapping,72,94,22,432
General,192,218,37,1087
rails,21,30,15,365
wcs100,268,372,94,2335
ServiceFeatureModel,97,127,26,746
GraphML,49,74,19,410
martinfowlerdsl,19,30,15,365
Room,263,438,51,1622
c_sharp,444,810,75,2538
ConditionModel,27,42,16,358
confious.owl,377,779,72,3151
hbmodel,50,53,19,670
SRM,16,21,14,365
graal-featureextensions,4,3,12,352
componentCore,36,45,17,405
ares,31,35,51,354
Contract,10,15,34,359
HaxeDSL,41,57,18,379
org.eclipse.jst.server.generic.servertype,82,98,25,756
rolebinding,16,19,15,375
AbstractUI,5,4,47,351
ddic,133,154,88,1102
diagram,3,2,10,352
GAIA,124,158,27,774
NHSM,9,12,13,358
Xtype,15,15,35,378
esb,215,304,41,1247
MSOfficeExcel_SpreadsheetMLWorkbookProp,1,0,67,351
org.eclipse.emf.cdo.server.defs,55,60,19,419
closures,8,8,12,352
UIML-3.0,11,12,15,669
customer,33,38,16,378
trustMetamodel,35,45,16,404
JKind,78,131,23,752
Enumliterals2,9,9,12,358
ComDiag,14,23,14,358
salesystem,9,12,12,358
tracability,25,43,16,385
environment,96,176,27,789
VDMapping,9,10,13,351
PPTP,40,65,18,405
kompicsComponents,41,65,18,404
PetriNets,14,31,15,342
em,26,25,15,375
MSOfficeExcel_SpreadsheetMLPrintingSetup,514,630,75,2156
fact,75,103,29,990
opmodel,63,106,23,743
Modulob,55,73,21,721
TefkatTrace,17,22,14,365
ObserverAdvice,5,8,11,351
JavaAbstractSyntax,1,0,14,973
diagnostic,12,13,13,352
gmfgraph_1.26,218,341,41,1551
SimpleGMF,5,5,11,330
TextualWorkbench,217,319,53,1572
Perceptory,1,0,10,329
StructuredText,231,228,36,892
ETPhys,47,60,18,382
rosResolutionModel,36,48,17,398
AsmL,172,329,38,1208
builtins,4,3,12,346
tableur_visitable_aspects,16,27,16,365
ProMarte,336,618,62,2124
tracemodel,79,141,26,728
cp1model,30,41,17,384
symbol,107,172,30,793
expr,12,13,15,358
CPL,91,138,24,771
HelloJvmTypes,13,13,13,337
compose,48,79,20,719
api2mol,45,61,18,405
UMLDI-ModelManagement,26,50,17,384
PCS.owl,1184,2425,284,1840
webproject,27,32,15,359
Genesis,22,32,14,378
UserSpiele,20,21,14,389
lcoordinates,16,18,14,372
miner,26,32,15,390
SimpleUML,12,16,13,373
operations,14,15,19,713
frontend.koan,22,33,15,401
XML,25,36,16,387
HTML,172,241,35,1094
ETMap,19,22,14,390
UMLForOOClassModeling,41,58,17,414
CollaborativeMDEProcess,33,44,17,407
actions,43,61,20,738
AutBE,11,12,15,373
EXPRESSb,531,1066,93,3345
ebnfmm,24,43,15,367
ProofProcess-v1.0.0.11,49,74,19,426
QVT_SimpleUML,29,58,16,387
ASMLogo,120,165,28,815
Collaborations_Interactions_UML,43,97,19,415
component.bpel,9,9,13,373
com.ibm.commerce.subscription.facade.datatypes,75,99,181,14790
SecureUML,1,0,9,340
bpmn,172,259,35,900
RobotMLLibraries,381,476,62,2177
controller,8,8,12,351
RelationsToTraceClass,23,22,15,388
EclipseLaunchConfigurations,135,147,26,497
SonarModelBusPlugin,21,28,13,388
CIM15,4378,7728,706,20587
instance,80,138,60,3156
dependency,24,38,15,335
library_types,1,0,8,286
GeoTrans,1,0,8,286
eJava,40,42,16,325
Class,1,0,8,286
cpc,17,22,13,289
sbvrOMG,272,532,54,2448
RecordMapper,23,27,14,295
Equipment,419,672,111,2781
Physis,15,14,13,276
PrimitiveTypes,15,14,13,298
aspectj,85,138,24,636
ID,8,8,12,290
COBOL,64,86,19,616
Cal,210,354,41,1384
SCADE,443,924,83,2890
QVTOperationalCS,211,276,38,1460
statemachine_metamodel,8,10,11,271
VisualizationModel,19,27,13,308
DTInfo,27,32,16,319
Copy of component.camel,254,314,116,5719
com.ibm.commerce.oagis9.datatypes.codelists,282,281,41,1482
Dc6,28,38,15,298
XMorphLanguage_abstractSyntax,1,0,11,537
it.matiuz.menumaker.model,21,21,15,305
Elf,14,17,14,299
BlockClassBase,12,17,15,551
State,24,36,17,312
XBNFwithCardinality,8,12,14,292
MongoSQL,68,93,21,616
event,84,140,24,643
tp4,50,71,20,595
EqualMM,26,56,18,577
MiniJava,95,170,26,665
modembedmodel,81,136,23,598
SharedPreferencesModel,27,34,16,321
class_diagramm_simple,17,16,13,293
graph,22,30,15,308
ArchitectureDSL,70,105,23,621
