model,ext,nodes,edges,time,mem
result0_10000,xmi,9911,12006,705,53250
result0_100000,xmi,104794,125227,8941,385024
result0_1000000,xmi,1074517,1286645,87517,1185967
result0_50000,xmi,45359,54617,2985,163840
result0_500000,xmi,478331,572452,38871,1671168
