model,ext,nodes,edges,time,mem
result0_10000,xmi,9911,12006,787,36866
result0_100000,xmi,104794,125227,9211,372746
result0_1000000,xmi,1074517,1286645,85189,1357322
result0_50000,xmi,45359,54617,3268,167621
result0_500000,xmi,478331,572452,39176,1719440
