model,ext,nodes,edges,time,mem
result0_10000,xmi,9911,12006,892,36866
result0_100000,xmi,104794,125227,9469,372738
result0_1000000,xmi,1074517,1286645,86588,1340015
result0_50000,xmi,45359,54617,3122,163840
result0_500000,xmi,478331,572452,38687,1671168
