model,ext,nodes,edges,time,mem
result0_10000,xmi,9236,9898,816,30194
result0_100000,xmi,103824,111055,6330,296435
result0_1000000,xmi,971173,1038227,56396,835463
result0_50000,xmi,45395,48469,2524,135170
result0_500000,xmi,455525,487571,25752,1294336
