model,ext,nodes,edges,time,mem
result0_10000,xmi,9236,9898,1989,32160
result0_100000,xmi,103824,111055,6243,297368
result0_1000000,xmi,971173,1038227,54751,1397514
result0_50000,xmi,45395,48469,2407,129740
result0_500000,xmi,455525,487571,25558,1291497
