model,ext,nodes,edges,time,mem
result0_10000,xmi,9236,9898,656,36652
result0_100000,xmi,103824,111055,7073,302554
result0_1000000,xmi,971173,1038227,55711,1072150
result0_50000,xmi,45395,48469,2511,135085
result0_500000,xmi,455525,487571,25690,1290729
