model,ext,nodes,edges,time,mem
result0_10000,xmi,9236,9898,2133,32768
result0_100000,xmi,103824,111055,7104,303104
result0_1000000,xmi,971173,1038227,55848,1371537
result0_50000,xmi,45395,48469,2394,133972
result0_500000,xmi,455525,487571,25572,1290242
