model,ext,nodes,edges,time,mem
result0_10000,xmi,10759,12169,3026,40606
result0_100000,xmi,97609,110997,9365,312007
result0_1000000,xmi,1021575,1162157,76710,1008716
result0_50000,xmi,52474,59277,3223,163395
result0_500000,xmi,473246,537397,35848,628693
