model,ext,nodes,edges,time,mem
result0_10000,xmi,10759,12169,2633,36511
result0_100000,xmi,97609,110997,11360,319806
result0_1000000,xmi,1021575,1162157,76146,1736197
result0_50000,xmi,52474,59277,3178,166721
result0_500000,xmi,473246,537397,36179,1416002
