model,ext,nodes,edges,time,mem
result0_10000,xmi,10759,12169,2386,40255
result0_100000,xmi,97609,110997,10775,299586
result0_1000000,xmi,1021575,1162157,74059,954565
result0_50000,xmi,52474,59277,3197,162513
result0_500000,xmi,473246,537397,36170,1364595
