model,ext,nodes,edges,time,mem
result0_10000,xmi,10759,12169,3329,40357
result0_100000,xmi,97609,110997,9529,303111
result0_1000000,xmi,1021575,1162157,78464,656754
result0_50000,xmi,52474,59277,3204,162247
result0_500000,xmi,473246,537397,35989,666794
