model,ext,nodes,edges,time,mem
result0_10000,xmi,10042,11237,925,40960
result0_100000,xmi,101907,114017,6368,303109
result0_1000000,xmi,996449,1115750,70041,1452200
result0_50000,xmi,50542,56560,3525,151554
result0_500000,xmi,531876,595221,36015,1576962
