model,ext,nodes,edges,time,mem
result0_10000,xmi,10042,11237,615,38186
result0_100000,xmi,101907,114017,6726,305090
result0_1000000,xmi,996449,1115750,67525,1258791
result0_50000,xmi,50542,56560,3198,151911
result0_500000,xmi,531876,595221,36991,1579560
