model,ext,nodes,edges,time,mem
result0_10000,xmi,10042,11237,585,37594
result0_100000,xmi,101907,114017,6699,306870
result0_1000000,xmi,996449,1115750,64461,1041598
result0_50000,xmi,50542,56560,3026,153650
result0_500000,xmi,531876,595221,38398,1577579
