model,ext,nodes,edges,time,mem
result0_10000,xmi,9887,20346,3709,46959
result0_100000,xmi,90138,185479,13763,394006
result0_1000000,xmi,1082520,2226226,142710,1570727
result0_50000,xmi,49990,102590,6506,222399
result0_500000,xmi,454318,934290,61426,1364511
