model,ext,nodes,edges,time,mem
result0_10000,xmi,9887,20346,3728,47277
result0_100000,xmi,90138,185479,13216,406096
result0_1000000,xmi,1082520,2226226,139721,1504799
result0_50000,xmi,49990,102590,6329,220092
result0_500000,xmi,454318,934290,60755,1390014
