model,ext,nodes,edges,time,mem
result0_10000,xmi,9887,20346,3756,45906
result0_100000,xmi,90138,185479,13611,397312
result0_1000000,xmi,1082520,2226226,139670,938410
result0_50000,xmi,49990,102590,6053,221812
result0_500000,xmi,454318,934290,61530,1564492
