model,ext,nodes,edges,time,mem
result0_10000,xmi,9887,20346,3774,45061
result0_100000,xmi,90138,185479,13619,397180
result0_1000000,xmi,1082520,2226226,147459,1107829
result0_50000,xmi,49990,102590,6793,219571
result0_500000,xmi,454318,934290,59445,920741
