model,ext,nodes,edges,time,mem
result0_10000,xmi,9251,20187,1158,40962
result0_100000,xmi,108437,237157,12918,413698
result0_1000000,xmi,1002272,2192321,118776,3764226
result0_50000,xmi,54412,119019,6248,217090
result0_500000,xmi,458625,1003150,51508,1720322
