model,ext,nodes,edges,time,mem
result0_10000,xmi,9251,20187,1276,40962
result0_100000,xmi,108437,237157,13148,410429
result0_1000000,xmi,1002272,2192321,118358,3766375
result0_50000,xmi,54412,119019,6295,213314
result0_500000,xmi,458625,1003150,52482,1723840
