model,ext,nodes,edges,time,mem
result0_10000,xmi,9251,20187,1309,40962
result0_100000,xmi,108437,237157,13014,413139
result0_1000000,xmi,1002272,2192321,118100,3765471
result0_50000,xmi,54412,119019,6409,215352
result0_500000,xmi,458625,1003150,51644,1723770
