model,ext,nodes,edges,time,mem
result0_10000,xmi,10832,10947,899,36868
result0_100000,xmi,104572,105433,6304,294912
result0_1000000,xmi,973877,981935,60357,1830914
result0_50000,xmi,48228,48602,2855,139264
result0_500000,xmi,463195,466965,28689,1294336
