model,ext,nodes,edges,time,mem
result0_10000,xmi,10832,10947,588,35408
result0_100000,xmi,104572,105433,6309,294469
result0_1000000,xmi,973877,981935,60658,1634304
result0_50000,xmi,48228,48602,2861,139264
result0_500000,xmi,463195,466965,28819,1290242
