model,ext,nodes,edges,time,mem
result0_10000,xmi,9079,25153,2982,63292
result0_100000,xmi,106747,303093,14759,590317
result0_1000000,xmi,904678,2554388,132269,1822692
result0_50000,xmi,52645,149719,6918,296575
result0_500000,xmi,525591,1493626,76319,1170316
