model,ext,nodes,edges,time,mem
result0_10000,xmi,9079,25153,2730,61707
result0_100000,xmi,106747,303093,17096,591338
result0_1000000,xmi,904678,2554388,137580,1212013
result0_50000,xmi,52645,149719,7008,298686
result0_500000,xmi,525591,1493626,76357,731508
