model,ext,nodes,edges,time,mem
result0_10000,xmi,9079,25153,3846,62831
result0_100000,xmi,106747,303093,15956,589186
result0_1000000,xmi,904678,2554388,138269,2182604
result0_50000,xmi,52645,149719,6938,297987
result0_500000,xmi,525591,1493626,80357,1233487
