model,ext,nodes,edges,time,mem
result0_10000,xmi,9079,25153,1802,62411
result0_100000,xmi,106747,303093,16010,592602
result0_1000000,xmi,904678,2554388,141007,1874482
result0_50000,xmi,52645,149719,6942,295645
result0_500000,xmi,525591,1493626,80635,1340146
