model,nodes,edges,time,mem
Bugzilla,13,11,9,255
Build,13,12,9,260
BuildDSL,13,16,6,258
builder,31,50,15,479
building,182,225,36,11535
builtins,21,16,8,263
BundleProject,104,124,11,792
business,72,136,10,552
BusinessDomainDsl,91,149,12,790
BusinessEntityModel,19,36,9,262
BusinessObjectDsl,22,31,9,274
BusinessProcessModel,44,87,8,507
Byteman,126,199,12,826
bz377606,9,9,7,263
C,11,18,7,262
cache_model,19,19,8,272
CADM,106,210,13,813
Cal,210,354,16,1370
calc,51,82,8,517
Calendar,31,42,9,286
caltrop,68,97,87,1085
camel-spring,1584,2633,77,10743
canopen,958,1314,45,5867
canvas,14,20,8,253
CaPtah,32,51,9,297
capua,40,78,8,498
car,13,21,6,253
CardTemplate,11,13,6,253
carnot,499,928,41,3783
carrental,22,24,7,264
Cars,22,26,7,277
cartesianCoordinateSystem,27,41,7,272
cascadenotall,17,23,7,251
catalog,26,31,9,264
caz,28,41,9,477
cbe,90,110,11,753
CD,38,61,8,488
CDE,15,22,11,274
cdfg,80,136,12,556
CDPSM,415,628,27,2714
CellCore,13,21,7,251
CellEvol,3,2,25,243
CellInit,3,2,8,242
CEPMeta,23,28,7,464
cf,45,127,11,1071
CFG,15,28,8,253
cgmodel,162,307,17,1268
CharacterScript,65,84,9,517
checklist,25,25,8,274
chess,48,64,10,509
ChocoModel,52,81,10,512
ChooseEditor,72,172,11,565
cim,1167,1454,41,5902
CIM14,3290,5293,160,9857
CIM15,4371,7722,232,19577
CIMLevelZero,1167,1454,51,5965
cinematic,76,130,12,547
city1,15,18,7,220
city2,13,16,7,211
cityfurniture,24,24,31,4383
citygml,62,74,36,4919
cityobjectgroup,39,41,31,3701
CL,90,118,14,1333
claim,19,25,8,260
Class,1,0,22,252
ClassDiagram,42,63,11,487
classDomain,41,71,9,501
ClassicModels,77,120,12,554
classification,16,18,10,254
ClassMM,19,27,6,263
ClassModel,76,112,12,540
class_diagramm,49,72,16,488
class_diagramm_simple,17,16,8,251
class_diagramm_tgg_rule,22,21,7,272
client,84,91,9,531
Clientes,26,30,8,272
closures,8,8,6,254
cloud,8,9,9,254
CloudML,63,102,10,540
cm,54,72,9,493
cmd,24,35,8,458
cmengine,106,195,10,769
CML,1,0,8,451
cmsl,149,183,14,617
cmt.owl,88,204,13,756
Coaster,28,30,7,272
COBOL,64,86,10,501
Cocus.owl,164,345,24,1316
codeAssistStruts,58,74,12,498
codesyncjava,41,38,7,281
codesyncxml,7,11,9,254
Collaborations_Interactions_UML,48,101,8,518
CollaborativeMDEProcess,33,44,8,443
collaviz,43,66,10,440
collection,22,24,10,940
com.ibm.commerce.catalog.facade.datatypes,702,947,61,6319
com.ibm.commerce.content.facade.datatypes,395,545,54,9673
com.ibm.commerce.contract.facade.datatypes,41,54,36,6268
com.ibm.commerce.foundation.datatypes,530,586,53,13047
com.ibm.commerce.giftcenter.facade.datatypes,129,158,42,4388
com.ibm.commerce.infrastructure.facade.datatypes,125,167,39,5111
com.ibm.commerce.installment.facade.datatypes,140,187,43,5114
com.ibm.commerce.inventory.facade.datatypes,132,161,45,6389
com.ibm.commerce.marketing.facade.datatypes,563,740,64,9448
com.ibm.commerce.member.datatypes,74,83,32,12260
com.ibm.commerce.member.facade.datatypes,337,431,49,5849
com.ibm.commerce.oagis9.datatypes.codelists,282,281,15,1413
com.ibm.commerce.oagis9.datatypes,2361,3760,152,8251
com.ibm.commerce.oagis9.datatypes.unqualifieddatatypes,72,71,20,1763
com.ibm.commerce.order.facade.datatypes,464,583,51,8299
com.ibm.commerce.payment.datatypes,219,289,40,13143
com.ibm.commerce.price.facade.datatypes,290,394,50,8563
com.ibm.commerce.promotion.facade.datatypes,140,174,41,4385
com.ibm.commerce.search.facade.datatypes,56,74,37,3966
com.ibm.commerce.store.facade.datatypes,82,104,39,4194
com.ibm.commerce.subscription.facade.datatypes,75,99,38,5467
com.ibm.commerce.wallet.facade.datatypes,121,165,38,13816
ComBE,67,89,9,622
ComDiag,14,23,8,287
Common,18,25,10,286
commonarchivecore,50,85,14,1832
CommonModeling,22,31,10,294
Company,59,86,10,585
CompanyStructure,15,21,8,290
compiler,33,42,8,290
CompleteGUIdancerComponentHierarchy,62,74,11,542
completemodel,18,18,9,270
CompleteOCLCST,41,56,8,516
component.bean,8,8,7,255
component.bpel,9,9,7,258
component.camel,14,16,17,3986
component.camel.quartz,15,16,10,714
component.camel.sql,17,18,9,713
component.clojure,8,8,8,262
component.common.selector,17,20,9,701
Component,8,7,8,258
component.hornetq,64,72,12,977
component.http,30,34,9,721
component.jca,54,75,9,969
component.remote,7,7,7,258
component.resteasy,29,33,9,717
component.soap,62,79,11,979
componentCore,36,45,8,295
componentMapping,26,30,9,283
componentmodel,33,32,10,499
components,39,59,9,516
ComponentUML,1,0,3,248
component_instantiation,33,36,8,290
compose,48,79,11,525
compositeForm,26,39,13,932
com_hassanpur_cmpe235_adtouch_MainActivity2,49,94,11,536
concat,5,4,8,252
conceptmap,16,28,8,266
conceptmodel,12,16,7,262
ConcreteUI,24,21,9,275
ConditionModel,27,42,10,280
conference,20,33,7,274
Conference.owl,283,586,18,2130
Config,24,29,8,279
config.switchyard,103,141,14,820
config.transform,30,35,10,724
config.validate,28,34,10,728
configurator,32,45,8,289
confious.owl,377,779,28,3132
confOf.owl,433,876,28,3545
ConnectionErrors,8,8,7,473
Connectivity,132,253,14,1082
connector-configuration,9,9,9,258
constraint,8,10,8,256
ConstraintPuzzler,29,56,7,291
Constraints,32,54,8,294
Contact,12,19,7,263
contacts,24,25,7,279
Content,69,104,12,557
contentfwk,345,662,25,2237
context,52,58,9,530
Contract,23,27,9,277
control,116,208,12,844
controller,8,8,6,254
ControllerUML,1,0,5,248
controlMinimal,9,10,8,258
COOPNMetaModel,440,951,30,2845
Copy of component.camel,254,314,28,5710
Copy of library,21,33,8,267
Copy of Product,32,63,9,493
cor,16,14,9,467
CORBAComponent,39,83,10,509
core,24,32,10,897
CoreDsl,182,261,13,1100
CoreThemes,71,69,11,329
CoroScore,82,106,8,550
Courses,21,24,10,266
cp1model,30,41,6,279
cp2model,22,31,17,269
cp3model,21,40,8,268
cpc,17,22,8,263
CPL,91,138,10,777
cplfm,41,67,7,496
CPNDefinition,16,23,9,259
CpnDsl,16,15,9,259
CPP,1,0,5,238
CPR,1,0,9,241
CPSM,369,647,26,2642
CPSMnested,368,646,25,2657
Cristal,18,33,6,263
crosswalk,140,211,14,1053
crossx,22,30,9,267
crs_dr.owl,460,935,30,3995
CSharp,42,63,8,499
CSM,40,84,12,507
CSS,66,63,11,555
CssDsl,80,120,8,552
CssExtDsl,89,140,11,570
CST,10,13,6,252
csv,47,62,7,501
CSVML,50,67,7,509
ctx,29,53,7,276
cucumberfeature,78,113,10,548
customer,33,38,10,488
customerBehaviour,37,54,7,291
customers,13,13,8,253
customsandwich,15,14,8,258
CWDataBase,10,10,8,249
CWM,766,1519,43,5488
CWMCore,37,76,8,432
CWMRelationalData,1,0,4,225
CXF,83,91,11,712
c_sharp,436,803,25,2645
DAO,17,27,9,435
Daos,15,18,8,238
DaoTypes,30,39,9,450
data,136,266,15,1826
database,97,158,13,729
database_tgg_rule,25,24,8,448
DataContractDsl,63,115,10,505
DataMining,115,180,17,2799
dataset,80,96,13,507
DataType,1,0,5,225
datatypes,23,36,9,253
daum,96,140,11,728
DawnGenModel.emf,7,4,8,222
DB,44,50,8,468
db2emf,1,0,7,225
dbitem,89,88,19,526
dbl,319,605,22,2439
Dbmodel,144,172,14,777
dbprice,5,4,7,225
dbschema,51,59,11,468
dc,16,15,9,250
Dc6,28,38,9,258
ddic,148,168,15,972
DdlDsl,82,129,10,698
debug,8,7,7,233
decobat,94,102,11,717
DecoraDsl,108,170,14,752
DefaultName,183,230,15,1005
DefaultName1,18,26,10,250
definition,63,83,9,489
definitions,40,53,9,457
demo,19,23,9,245
Demo1,16,21,8,253
dependencies,50,70,9,482
DependenciesDsl,22,24,8,253
dependency,24,38,9,258
DependencyChain,36,49,8,454
DependencyDsl,44,55,11,468
depgraph,58,87,11,492
Deployment,13,18,10,238
DeploymentReport,141,205,13,964
derby,4,3,7,225
description,240,416,17,1487
descriptor,33,47,9,453
design2d,6,7,9,222
designNotes,6,5,10,238
DesignPatterns,65,69,12,696
DetailView,132,174,13,954
DeviceModelingLanguage,160,277,13,1103
DFA,95,106,12,535
dgraph,14,27,9,246
DGS,68,92,8,501
di1,49,59,11,659
diagnostic,12,13,8,238
diagram,3,2,7,225
diagramCompare,10,15,6,238
DiagramInterchange,75,133,9,710
diagramrt,32,55,8,455
DialogScript,110,167,12,752
die,22,26,9,256
Dime,155,245,13,996
directives,38,62,8,468
directory,95,119,149,535
discovery,25,28,9,448
DiVA,123,219,12,961
DiVA_visitor,127,230,14,1410
DMDL,96,125,10,535
doc,84,114,10,711
DocBook,387,560,24,2613
docbuilder,26,40,10,447
DocCompiler,56,112,12,675
doctrine,173,268,16,1002
document,38,59,11,836
documentation,26,41,10,258
DoDAF-OV5,111,201,14,753
DoDAF-SV4,126,241,15,966
DoDAF-SV5,104,203,12,749
DoDAF,153,309,12,1115
dom,2,1,9,225
Domain,75,81,9,311
Domainmodel,24,32,9,252
DomDsl,360,558,21,2195
Dot,15,24,7,245
DotNET_SystemReflection,1,0,7,225
downloadSiteSchema,28,39,8,447
dp,23,42,6,258
dpd,56,72,10,493
Droid,250,414,16,1373
drools,32,38,8,458
drules,30,34,7,258
ds,126,154,14,951
Dsl,187,317,16,1351
dsl15926,46,90,8,475
DslECharts,97,140,14,731
DSLModel,39,75,9,470
DSLTrans,100,166,10,739
DSML,82,122,10,710
DTD,104,167,11,739
dtdsl,18,20,9,246
DTInfo,27,32,8,258
dtmc,27,55,9,258
DTMP,1,0,6,225
dummy,20,30,8,253
DuplicationDetection,18,22,7,246
DXF,12,16,8,245
dynamics,866,1190,40,4796
dynamicui,8,9,9,225
e2,42,56,10,466
e4modelextension,6,6,8,222
EAI,11,15,7,238
eballing,124,131,16,557
EBC,29,28,9,259
ebnfmm,24,43,8,253
ebXML,94,162,11,739
EcdarText,247,447,19,1699
eclectic.frontend,431,772,24,2637
eclipsecon,35,47,7,265
EclipseLaunchConfigurations,19,32,6,245
eclipselink_orm,514,810,26,3033
EclipsePlugIn,35,57,9,468
ecorebinding,41,82,10,478
edas.owl,592,1192,34,5628
edatatypeColumn,6,5,7,223
editor,433,703,25,2607
editutil,38,37,8,269
EDP,44,68,13,452
education,15,20,8,246
EEFGen,34,44,9,444
efactory,46,65,8,455
efeature,7,6,7,223
EG,20,42,8,246
egis,13,17,6,237
ej-ast,272,521,19,2148
eJava,18,22,9,421
ejb,158,233,14,1336
ekaw.owl,670,1370,40,6875
electrical,17,31,10,249
element,3,2,10,407
elementRegistry,17,20,9,233
Elf,14,17,8,237
elrGrammar,32,51,9,438
em,26,25,8,239
embedded,18,22,8,233
embeddedid,7,7,6,225
emf,53,88,8,474
emf.uuid.library.example,11,16,8,239
emfacade,74,113,176,1057
emffrag,21,22,7,239
emffrag_internal,7,6,8,221
emfgenbug,7,6,7,224
emfprofileapplication,15,19,9,233
emftasks,33,36,8,264
emftools,11,11,8,224
EMOF,53,103,9,471
Employee,19,35,6,249
enactment,17,19,10,237
Entities,21,29,7,246
Entity,13,20,8,240
EntityDefinition,56,79,9,469
EntityLang,15,22,7,240
entityNote,3,2,7,224
entityrelation,40,66,10,447
enum,4,4,7,224
EnumLiterals,7,6,8,224
Enumliterals2,9,9,7,221
environment,96,176,12,703
eocl,3,2,7,225
Epatch,51,75,10,471
epc,37,79,9,450
Epk,62,119,11,480
Epla2,25,40,7,258
epn,133,199,15,938
epo2,44,62,10,457
EQN,26,55,9,432
EqualMM,26,56,7,440
Equipment,419,672,28,2925
ER,13,17,8,234
Erdiagram,45,73,8,456
erlang,291,494,20,1803
errorannex,111,164,11,755
esb,277,365,20,1322
eshop,22,26,7,240
ESMF,405,703,26,2709
Eso,26,30,11,258
EssentialOCL,85,148,14,886
EssentialOCLCST,92,157,11,709
esx,2322,2425,74,7671
ETMap,19,22,8,358
ETPhys,47,60,9,431
etsl,83,90,8,478
etunit,33,39,8,424
eur,32,49,8,437
euz,38,64,10,593
evaluation,18,25,8,227
evaluationresult,10,10,8,228
EveAPIDBModel,634,691,32,4068
event,84,140,12,660
EventOrientedLanguage,96,171,13,667
EventPatternLanguage,88,130,13,662
events,27,39,8,406
evidence,8,8,10,565
evilsystem,43,74,8,446
evm,41,62,10,424
Evolution,31,55,9,403
evolved,23,52,7,412
example-ecore,6,7,8,227
example,23,42,7,237
ExampleEMF,17,28,7,227
ExampleInteractionModel,13,16,7,227
Exceptions,8,8,9,227
experiment,45,41,9,610
exporter,20,24,9,227
exportmodel,18,21,7,234
expr,12,13,6,227
ExprDemo,123,221,12,869
EXPRESS,566,1164,36,3890
EXPRESSb,531,1066,30,3330
expression,10,10,7,228
expressions,64,99,10,644
ExSchema,17,24,6,225
ext,3,2,11,225
extended,3,3,10,564
extendedmodel,3,2,7,227
ExtendedPO,49,68,10,437
ExtendedPO2,44,62,9,434
ExtendedTypes,22,27,8,228
Extended_UML_Core_Package,36,58,7,415
extension-manifest,81,110,12,657
extension,5,4,7,224
extensionmodel,7,7,6,227
Extensions,7,8,8,227
extensionsmaple,5,3,6,227
externaldatasource,6,4,8,228
extjs,26,34,8,396
extlibrary,51,86,8,433
extractor,14,14,8,393
fabric3,48,60,9,430
faceletTaglib,25,33,8,227
faceletTaglib_2_0,114,169,12,1026
FacesConfig,601,907,34,3891
facet_definition,24,34,9,414
fact,75,103,10,985
Families,10,11,7,227
family,18,25,9,227
FCM,128,151,14,866
featherweightjava,37,71,6,438
Feature,12,15,9,564
featureDiagram,40,77,8,446
FeatureDiagrams,31,56,7,414
featuremodel,38,56,10,437
Features,11,15,7,227
feature_old,73,124,9,654
Februar,11,15,7,224
FederationOffice,244,376,19,1543
felix,119,148,13,869
Fiber,37,52,10,438
fieldmapping,12,13,10,227
FieldSelection,12,15,6,228
FileHistory,12,13,8,228
filetransfer,22,22,6,227
filter,54,67,8,600
filtermodel,3,2,7,227
FilterSetup,37,83,10,425
Fin,63,82,9,447
FiniteStateMachine,23,50,8,414
Firewalll,16,20,9,227
fiw,5,4,7,227
FJ,52,86,9,444
fl,33,48,9,412
flat11,86,113,21,657
FlatQVT,416,837,38,10603
FlatSignalFlow,55,106,10,475
Flow,81,134,11,674
flowchart,56,99,10,475
flowcontrol,38,66,12,453
FlowDesigner,25,35,8,257
FlowDsl,45,57,11,458
FlowerDiagramNotation,58,116,12,475
FlowGraph,38,86,10,453
flow_concept,22,38,9,257
flow_edge,13,23,9,234
flow_noedge,9,14,7,226
FML,63,87,8,479
fmusim,28,41,7,255
fnmeta,36,47,10,428
Forge,98,111,12,676
form,34,39,8,252
format,9514,12936,513,43357
formatter,9,9,9,320
Forms,169,235,13,1253
formsembedded,4,3,6,209
formsextension,4,3,9,209
formsfamily,30,48,9,369
FormularMM,24,34,8,338
FoundationModel,168,221,13,949
Fouroperation,13,18,9,175
fr.medieval.model,22,34,7,331
Fractal,96,149,9,630
FractalIdt,9,9,6,169
FractalItf,171,261,14,1084
frascati,50,55,9,439
freemarker,3,2,6,164
Freemind,80,103,12,598
frontend.attribution,30,50,10,307
frontend.chain,21,36,11,291
frontend.core,153,261,12,1055
frontend.imperative,21,29,8,291
frontend.koan,22,33,8,297
frontend.mappings,112,190,11,767
frontend.pat,28,44,7,302
frontend.qool,76,124,10,603
frontend.script,14,15,7,175
frontend.tao,38,65,8,331
fsa,14,24,8,297
fsm-noOpposite,20,29,9,291
fsm,20,35,10,300
fsml,6,7,7,166
fsm_with_ids,22,37,7,302
fUML,358,679,23,2239
Function,53,87,10,475
functions,23,38,8,291
furniture,30,41,10,307
futsal,75,115,10,487
FwitRequirementsModel,87,86,9,624
FXBean,38,47,9,323
fxg,516,666,25,2609
FXGraph,97,150,14,643
GACL,59,97,8,480
GAIA,55,90,11,453
gamelogic,90,142,11,623
games,11,14,9,169
gameserver,8,15,5,283
GameServerModel,38,72,9,445
gameworld,69,108,10,607
Gantt,52,60,9,441
Gatekeeper,172,241,17,1084
gautosar,362,627,23,2342
gbind,268,572,20,1936
gcomponent,107,169,14,649
Gdbsl,5,5,22,169
gedcoml,60,81,12,473
General,192,218,16,984
generatedModel,15,23,9,291
generatedModel2,16,25,7,291
generatedplugin,34,36,9,320
generator2,3,2,7,164
GenericEditor,32,48,7,326
genericity_dsl,36,58,10,613
GenericOutline,21,32,7,289
generics,43,54,29,5908
Genesis,22,32,7,350
GenModel,186,240,16,1090
GenModel2,17,19,11,345
genotype,32,61,9,1071
Geographical,92,135,10,715
GeoTrans,1,0,5,176
germplasm,94,156,13,1861
GF,209,314,15,1293
Gherkin,39,59,7,355
GIS_Connectivity,375,573,29,2510
GitModel,33,51,14,3566
globalinfluenzamodel,7,6,6,186
Glproto,10,9,6,181
Glsl,160,277,14,1069
glucose,68,84,8,542
gmfgen,756,1141,36,4928
gmfgenext,63,76,10,503
gmfgraph,235,368,19,1378
gmfgraph_1.23,214,333,16,1383
gmfgraph_1.24,215,335,16,1375
gmfgraph_1.25,216,337,22,1384
gmfgraph_1.26,218,341,15,1395
gmfgraph_1.30,229,356,16,1445
gmfmap,155,259,14,1095
gmfmap_2007,139,232,11,1008
Golang,2321,2319,78,4699
GoModel,8,7,6,201
googleanalytics,4,3,6,202
gore,76,117,10,947
gpx,126,136,13,888
Gra2MoL,156,196,12,913
graal-featureextensions,4,3,6,201
graal,72,134,12,680
gradingsystem,29,39,8,354
Grafcet,1,0,4,335
grammar,28,43,7,354
graph,22,30,8,334
graphdef,111,156,15,738
GraphEditor,36,50,9,352
GraphEditorModel,13,19,9,221
GraphicalProcessEditorModel,20,31,7,334
graphics,22,34,8,354
graphiti,171,269,15,1065
GraphML,49,74,9,373
graphO,16,21,8,202
graphTransformation,56,108,11,503
GraphViewMapping,23,38,8,332
GraphViewStyle,12,12,10,335
GraphVizDot,45,64,8,395
Greetings,9,13,8,202
groundspeak,72,83,11,529
GSML,31,44,8,354
gsn,19,29,7,335
gsz,28,45,8,354
GUI,101,128,14,720
GuiceModules,15,19,8,354
GUIdancerComponentHierarchy,15,25,8,335
Guixdsl,9,11,6,180
GWPNV1,12,27,7,335
GWPNV2,22,53,9,354
GWPNV3,19,44,10,354
GWPNV4,20,45,9,351
GWPNV5,23,52,7,351
GXL,11,16,7,201
Hadoop,39,45,9,373
HAL,1,0,6,334
harmonica,25,32,7,353
HaxeDSL,41,57,8,395
hazard,61,69,10,556
hbauditing,25,26,9,334
hbmodel,50,53,9,504
Headline,3,2,8,201
hedl,42,66,9,506
Hello,5,5,8,202
HelloBuck,5,5,8,201
HelloInferrer,12,13,8,334
HelloJvmTypes,9,10,7,202
HelloScoping,12,16,9,199
HelloXbase,7,7,6,199
henshin,85,162,11,681
henshinlayout,21,24,7,354
hExample_1_RHS,5,5,9,202
hExample_3_RHS,4,3,7,201
hExample_4_LHS,4,3,5,201
hExample_4_RHS,3,2,9,201
hExample_6_LHS,13,17,8,201
hexfile,12,13,9,199
HierarchicalSignalFlow,1,0,4,201
HierarchicalStateMachine,60,131,10,567
highway,170,186,13,630
hipadaba,30,35,9,354
hivpredrt,36,41,8,353
Hm,359,435,23,2133
hockeyleague,78,99,11,526
HOOPL,17,25,8,218
house,44,70,10,395
HPROF,72,102,10,525
HSM,11,16,8,202
HTML,217,285,14,1197
HTTP,14,18,9,735
HybridAutomata,87,84,9,411
IAC,21,27,8,334
iaca,61,96,12,523
IAFlowGraph,12,14,10,468
iasted.owl,831,1703,51,2172
ICM,73,105,11,573
ID,8,8,8,212
idbag,4,3,8,212
idc,224,392,19,1336
identifiable,4,3,7,210
identification,16,25,7,356
idl,70,127,11,702
IDLMM,98,146,12,622
IdObjectsDsl,34,33,7,393
IEEE1471ConceptualModel,1,0,5,358
IEEE1471ViewpointM2,34,62,8,393
ifc2x3,4487,6350,219,11792
ifc2x3tc1,4497,6369,213,17906
IFC2X3_TC1,3351,5223,176,15147
IFC2X4_RC3,5117,7391,253,9988
IFConfiguration,72,118,10,632
IFML,124,214,13,821
ifStatement,25,35,7,324
Images,3,2,7,309
imgpro,106,141,12,843
imml,63,89,11,570
imperativeocl,81,107,11,950
ImperativeOCLCS,68,88,8,573
implementation,18,20,8,323
ImpModLang,27,45,8,311
import,11,11,7,258
IMSTransactionMessage,1,0,8,258
in2,6,3,8,259
IncQueryXcore,8,8,9,271
indexer,12,14,8,439
infosystem,163,162,14,577
inheritancemapping,32,38,8,442
Initialization,11,13,6,271
inject,3,3,7,258
input,5,4,9,259
inputMetamodel,7,7,7,259
instance,98,155,14,3240
InstanceModel,21,38,8,269
Instances,11,11,6,271
instantiation,26,39,9,271
instantiationRecipe,6,6,8,270
Insurance,19,19,7,271
IntegrationOfOCL_ExpressionsInUML,42,58,15,466
Intent,37,47,9,441
interaction,40,73,9,466
InteriorPlanningLang,86,105,9,518
InternalSM,55,77,11,478
interpreter,4,3,6,259
inventory,54,100,10,478
IOI,20,27,8,270
iolist,161,203,15,918
iplog,60,70,11,454
Iptables,45,58,10,464
ir,144,231,12,897
IRL,118,251,12,936
IsabelleProofProcess-v1.0.0.10,32,38,10,441
IsabelleProofProcess,32,38,9,466
it.matiuz.menumaker.model,21,21,8,271
itemlist,12,16,8,271
Izpack,272,286,14,877
J2SE5,238,463,18,1730
jamopp,376,798,29,5685
Java-20040316,27,54,8,423
Java,373,794,28,4969
JAVA3,37,74,10,435
java5,297,574,21,1983
JavaAbstractSyntax,1,0,22,740
JavaBehavior4UML,11,10,9,245
javaforms,3,2,9,232
javaformscodegen,2,1,8,232
JavaFXAntTask,139,166,11,914
javalogtrace,3,2,7,402
JavaProject,31,49,11,435
javaproperties,8,8,8,245
JavaSource,13,22,8,245
JavaTypes,4,3,6,235
JavaVMTypes,118,212,13,1074
javaz,58,78,10,469
java_templates,85,84,12,644
jaxrpcmap,87,107,10,819
jBPM5Extensions,26,28,9,434
jca,80,98,12,819
jdsl,48,62,10,445
jdt,11,11,7,245
JDTAST,92,140,12,1157
jedihelp,26,26,7,242
JenaRules,41,63,8,445
Jess,126,236,13,899
jex,60,94,8,455
JKind,129,181,14,719
Jnario,24,34,8,424
joblet,7,7,10,582
jobtool,31,41,7,435
JourneyModel,88,95,9,479
jpa-mixed,15,16,7,255
JPas,60,86,10,482
jpdl32,347,491,23,2146
js,11,14,6,413
jsflibraryregistry,24,31,8,466
jsm,142,281,14,1078
json,19,26,7,252
jsp,15,16,7,410
jtemplates,5,3,8,257
junit,21,33,8,245
Junitresult,48,60,10,455
JWTMetaModel,124,218,11,898
kaom,27,40,9,255
Kappa,61,89,11,482
Karel,57,81,10,456
KarteikastenSystem,40,58,8,421
kdm-09-05-23,671,1232,41,3866
kdm-modisco,683,1264,34,4140
KDM,671,1232,31,3867
KDMSimplified,48,98,8,482
kermeta,278,543,26,1944
kermeta_java,197,378,16,1503
kernel,44,87,9,442
