model,nodes,edges,time,mem
.skriven,22,28,8,263
101companies,15,18,6,263
abapobj,191,213,35,1077
ABase,13,17,8,260
ABC,4,5,17,245
abnf,47,72,11,501
abstractcim,25,40,7,484
AbstractSyntaxStereotypesUML1.4,7,5,13,246
AbstractUI,70,68,9,341
acad,69,68,662,732
accesscontrol,45,70,12,495
accession,11,18,18,651
account,10,10,6,245
accounting,37,60,10,501
ACG,150,264,20,1042
acl,15,16,13,263
ACME,43,73,10,542
ACON,40,57,9,501
acore,31,45,8,280
action,10,10,6,243
actions,43,61,10,906
activestatedebugger,23,30,8,263
ActivitiExtensions,93,106,10,772
activity,13,19,9,246
activityDiagram,35,66,9,501
actor,45,70,76,908
ActorMapping,33,38,9,292
adapter,9,9,8,651
adaptiveSystem,61,102,11,561
AData,36,47,8,299
ada_gen,33,42,8,298
additionalTagMetadata,13,14,8,246
AddressBook,28,44,9,281
addressing,51,68,10,519
ADELFE,41,88,9,501
Adl,125,198,11,854
Ads,177,277,14,1300
After,14,22,9,246
Agate,274,466,20,1834
agents,10,10,13,448
aggregator_0.8.0,109,138,13,772
Agree,285,353,19,1109
AIP,12,14,7,257
AIService,12,19,7,246
AjModel,46,88,9,501
aladim,43,70,9,501
Alf,304,486,18,1855
Altarica,175,308,15,1314
Amble,1,0,20,245
AML,343,445,22,2118
AMN,155,286,16,1062
analysis,11,12,9,243
android,47,78,10,501
Anfelisa,11,16,8,246
annotation,7,7,8,245
annotationModelReference,3,2,8,245
annotations,22,32,8,280
Ant,170,239,14,1061
Antikythera,38,63,6,496
AntScripts,38,63,9,501
AnyLogic,114,148,11,790
APar,27,25,9,263
api2mol,45,61,7,500
apidesc,83,115,11,554
apimodel,70,100,9,535
AppChoco,21,25,8,263
AppDSL,14,23,9,263
ApplauseDsl,126,213,28,807
applet,91,118,11,773
application,152,192,15,1668
AppliedStereotypeProperty,6,6,15,246
appmodel,22,26,6,285
AppWeb,24,27,9,263
apromore,37,58,7,501
ArcadeTongame_editor,30,41,9,275
archi,47,82,9,501
archimate,165,306,15,1440
Architectural_Description,17,30,9,263
architecture,5,4,8,245
ArchitectureDSL,70,105,13,536
arduino,114,167,13,790
ares,31,35,19,281
Arithmetics,34,58,10,298
arm,36,61,10,499
article,80,146,12,755
ASL,294,307,15,968
ASM,1,0,5,448
AsmL,172,329,16,1314
ASMLogo,53,99,17,500
aspectbind,122,205,12,792
aspectj,85,138,10,750
aspectualacme,35,61,9,501
Assert,31,47,6,280
asset,187,268,16,1297
Assignments,14,18,8,262
associationoverride,12,14,8,246
ast,54,76,11,518
aterms,48,54,9,298
AthenaDSL,172,241,14,1076
ATL-0.2,142,318,22,4129
ATL-Profiler,33,41,8,298
ATL,92,172,10,995
atl2java,47,88,9,501
ATLMLM,98,183,12,994
atl_types,45,72,9,501
atm,103,102,612,765
ATOM,1,0,8,240
atomic,23,46,7,280
AtsDsl,142,197,13,827
attributes,9,11,7,246
auction,23,24,9,263
AUIML,1002,1772,61,5566
AutBE,11,12,7,245
autocgmodel,10,14,8,266
Automaton,14,20,8,263
Avm,37,70,9,499
AWKPrograms,1,0,5,246
Axdt,21,39,8,483
B,5,5,8,245
backbone,155,189,13,624
Balanced,197,260,15,1306
banner,14,16,8,263
Base,4,3,6,240
BaseCST,144,274,16,1043
BaseOutputMetamodel,10,14,9,246
BaseUI,15,22,8,263
basic,5,4,5,245
BasicBlocks,15,19,6,263
