model,nodes,edges,time,mem
.skriven,22,28,235,4833
101companies,15,18,31,760
abapobj,191,213,47,1531
ABase,13,17,20,396
ABC,4,5,19,329
abnf,47,72,25,790
abstractcim,25,40,22,634
AbstractSyntaxStereotypesUML1.4,7,5,18,426
AbstractUI,70,68,23,607
acad,69,68,753,1006
accesscontrol,45,70,24,684
accession,11,18,26,956
account,10,10,18,371
accounting,37,60,21,508
ACG,150,264,41,1224
acl,15,16,21,660
ACME,43,73,20,627
ACON,40,57,24,583
acore,31,45,22,608
action,10,10,20,373
actions,43,61,24,814
activestatedebugger,23,30,18,413
ActivitiExtensions,93,106,27,932
activity,13,19,17,451
activityDiagram,35,66,20,883
actor,45,70,65,1078
ActorMapping,33,38,19,474
adapter,9,9,44,796
adaptiveSystem,61,102,20,711
AData,36,47,18,472
ada_gen,33,42,16,378
additionalTagMetadata,13,14,16,493
AddressBook,28,44,15,371
addressing,51,68,20,584
ADELFE,41,88,19,689
Adl,125,198,26,1019
Ads,177,277,36,1332
After,14,22,18,439
Agate,274,466,40,1862
agents,10,10,18,658
aggregator_0.8.0,109,138,24,743
Agree,285,353,34,1336
AIP,12,14,15,474
AIService,12,19,22,446
AjModel,46,88,18,660
aladim,43,70,18,621
Alf,304,486,46,1976
Altarica,175,308,32,1347
Amble,1,0,103,383
AML,343,445,44,2164
AMN,155,286,27,1090
analysis,11,12,15,403
android,47,78,23,665
Anfelisa,11,16,17,412
annotation,7,7,14,413
annotationModelReference,3,2,15,426
annotations,22,32,95,445
Ant,170,239,25,1146
Antikythera,38,63,21,684
AntScripts,38,63,23,702
AnyLogic,114,148,78,973
APar,27,25,19,412
api2mol,45,61,20,595
apidesc,83,115,21,703
apimodel,70,100,25,660
AppChoco,21,25,18,345
AppDSL,14,23,16,427
ApplauseDsl,126,213,29,991
applet,91,118,22,894
application,152,192,30,1840
AppliedStereotypeProperty,6,6,57,384
appmodel,22,26,15,426
AppWeb,24,27,16,445
apromore,37,58,16,461
ArcadeTongame_editor,30,41,15,440
archi,47,82,16,702
archimate,165,306,28,1475
Architectural_Description,17,30,16,383
architecture,5,4,18,351
ArchitectureDSL,70,105,22,583
arduino,114,167,21,904
ares,31,35,17,377
Arithmetics,34,58,14,426
arm,36,61,15,612
article,80,146,21,922
ASL,294,307,30,1016
ASM,1,0,12,635
AsmL,172,329,31,1301
ASMLogo,53,99,19,690
aspectbind,122,205,25,943
aspectj,85,138,19,923
aspectualacme,35,61,14,652
Assert,31,47,13,412
asset,187,268,27,1509
Assignments,14,18,16,351
associationoverride,12,14,14,345
ast,54,76,21,627
aterms,48,54,15,377
AthenaDSL,172,241,27,1224
ATL-0.2,142,318,54,4364
ATL-Profiler,33,41,15,411
ATL,92,172,23,1248
atl2java,47,88,15,659
ATLMLM,98,183,21,1108
atl_types,45,72,15,657
atm,103,102,759,897
ATOM,1,0,11,474
atomic,23,46,18,445
AtsDsl,142,197,23,1014
attributes,9,11,13,412
auction,23,24,16,378
AUIML,1002,1772,150,5532
AutBE,11,12,13,383
autocgmodel,10,14,13,371
Automaton,14,20,12,426
Avm,37,70,18,659
AWKPrograms,1,0,10,402
Axdt,21,39,14,589
B,5,5,12,383
backbone,155,189,21,889
Balanced,197,260,26,1573
banner,14,16,13,426
Base,4,3,13,440
BaseCST,144,274,28,1289
BaseOutputMetamodel,10,14,14,383
BaseUI,15,22,12,439
basic,5,4,13,352
BasicBlocks,15,19,13,432
BatchDsl,25,30,13,439
BD,20,29,15,372
BDDModel,34,50,16,433
Before,97,127,16,682
bf,28,39,17,402
BibTeX,140,139,22,962
BibTeX1.1,34,66,13,634
BIBTEXML,292,323,36,2064
bigpicture,16,23,14,414
binding,25,31,15,870
bindingdialect,18,34,12,474
bio_src,51,62,15,652
bio_tgt,47,57,15,676
BippoMall,10,10,12,412
Bitbucketmgr,10,11,12,351
BlockClassBase,12,17,15,593
blockDomain,33,63,15,634
bluexml,272,391,38,1579
BMM,80,155,18,917
bmmOmg,132,358,24,1329
Bnl,3,2,11,402
bodymodel,57,102,15,621
BON,66,117,16,591
bonide,63,83,14,683
bonide_PandO,83,133,16,743
BONModel_EMF,83,133,17,705
Book,67,90,16,737
books,8,8,14,445
bookStore,32,49,12,413
bool,13,22,12,383
BooleanExpressions,26,37,11,379
bootstrap,46,74,15,628
Bossa,318,510,30,2011
bowling,21,28,13,383
box,55,76,14,689
BoxMM,29,58,13,459
bpeldiag,5,3,12,374
BPM,13,18,12,413
bpmn,107,195,19,1010
bpmn20,491,872,43,3501
bpmn20di,34,46,12,658
bpmn20exec,11,12,13,426
bpmn20_ttc,633,1146,54,4195
bpmndi,35,42,20,1884
bpsim,197,291,24,1516
BQL,23,34,12,412
BrnHandlers,361,532,34,2410
BrokerDSL,260,259,22,815
Bugzilla,13,11,12,383
Build,13,12,12,371
BuildDSL,13,16,13,426
builder,31,50,17,659
building,182,225,49,11623
builtins,21,16,11,406
BundleProject,104,124,21,1022
business,72,136,15,722
BusinessDomainDsl,91,149,21,786
BusinessEntityModel,19,36,13,411
BusinessObjectDsl,22,31,12,467
BusinessProcessModel,44,87,15,697
Byteman,126,199,19,970
bz377606,9,9,12,441
C,11,18,12,406
cache_model,19,19,13,566
CADM,106,210,33,1047
Cal,210,354,30,1318
calc,51,82,13,700
Calendar,31,42,13,395
caltrop,68,97,77,1265
camel-spring,1584,2633,126,10813
canopen,958,1314,74,5876
canvas,14,20,13,357
CaPtah,32,51,13,424
capua,40,78,13,612
car,13,21,11,432
CardTemplate,11,13,13,403
carnot,499,928,48,3858
carrental,22,24,12,370
Cars,22,26,14,331
cartesianCoordinateSystem,27,41,12,351
cascadenotall,17,23,13,392
catalog,26,31,12,358
caz,28,41,20,632
cbe,90,110,17,871
CD,38,61,16,576
CDE,15,22,12,330
cdfg,80,136,16,687
CDPSM,415,628,38,2786
CellCore,13,21,13,375
CellEvol,3,2,49,385
CellInit,3,2,10,432
CEPMeta,23,28,15,667
cf,45,127,19,1122
CFG,15,28,12,371
cgmodel,162,307,21,1402
CharacterScript,65,84,13,632
checklist,25,25,11,391
chess,48,64,14,378
ChocoModel,52,81,13,679
ChooseEditor,72,172,17,684
cim,1167,1454,73,6112
CIM14,3290,5293,258,12353
CIM15,4371,7722,347,13795
CIMLevelZero,1167,1454,69,6128
cinematic,76,130,33,697
city1,15,18,36,206
city2,13,16,12,300
cityfurniture,24,24,36,6394
citygml,62,74,50,12056
cityobjectgroup,39,41,38,10775
CL,90,118,60,1377
claim,19,25,12,440
Class,1,0,51,252
ClassDiagram,42,63,12,433
classDomain,41,71,13,679
ClassicModels,77,120,15,676
classification,16,18,12,360
ClassMM,19,27,11,225
ClassModel,76,112,16,638
