model,ext,nodes,edges,time,mem
result0_10000,xmi,9616,14215,1277,40960
result0_100000,xmi,104828,155445,15855,385109
result0_1000000,xmi,1017240,1523404,148771,751271
result0_50000,xmi,46257,68460,5868,170501
result0_500000,xmi,459751,683437,67131,717372
