model,ext,nodes,edges,time,mem
result0_10000,xmi,9712,16872,1036,41186
result0_100000,xmi,107498,119351,13788,327280
result0_1000000,xmi,1039807,3015547,207598,1418962
result0_50000,xmi,54596,112988,7499,213648
result0_500000,xmi,462930,462926,59912,1306137
