model,ext,nodes,edges,time,mem
result0_10000,xmi,10355,28497,15135,112541
result0_100000,xmi,104675,286493,120925,1063670
result0_1000000,xmi,903400,2473391,963269,1769932
result0_50000,xmi,47039,129273,50488,480792
result0_500000,xmi,534360,1463772,597570,2196510
