model,ext,nodes,edges,time,mem
result0_10000,xmi,10355,28497,16116,114327
result0_100000,xmi,104675,286493,121936,1063668
result0_1000000,xmi,903400,2473391,985242,2146460
result0_50000,xmi,47039,129273,50158,480992
result0_500000,xmi,534360,1463772,569187,912404
