model,ext,nodes,edges,time,mem
result0_10000,xmi,10355,28497,15567,114130
result0_100000,xmi,104675,286493,113137,1062897
result0_1000000,xmi,903400,2473391,968147,688343
result0_50000,xmi,47039,129273,49421,481737
result0_500000,xmi,534360,1463772,571826,511660
