model,ext,nodes,edges,time,mem
result0_10000,xmi,10355,28497,15941,114541
result0_100000,xmi,104675,286493,122695,1064749
result0_1000000,xmi,903400,2473391,976239,2499131
result0_50000,xmi,47039,129273,49405,479979
result0_500000,xmi,534360,1463772,583280,1394978
