model,nodes,edges,time,mem
.skriven,22,28,29,287
101companies,15,18,7,267
abapobj,191,213,13,1080
ABase,13,17,7,292
ABC,4,5,22,312
abnf,47,72,9,580
abstractcim,25,40,7,332
AbstractSyntaxStereotypesUML1.4,7,5,8,287
AbstractUI,70,68,10,534
acad,69,68,656,534
accesscontrol,45,70,7,510
accession,11,18,7,663
account,10,10,5,272
accounting,37,60,8,338
ACG,150,264,12,1080
acl,15,16,7,270
ACME,43,73,8,501
ACON,40,57,9,501
acore,31,45,8,314
action,10,10,7,292
actions,43,61,12,801
activestatedebugger,23,30,8,316
ActivitiExtensions,93,106,10,834
activity,13,19,6,282
activityDiagram,35,66,12,504
actor,45,70,74,896
ActorMapping,33,38,8,293
adapter,9,9,10,663
adaptiveSystem,61,102,9,565
AData,36,47,7,312
ada_gen,33,42,7,293
additionalTagMetadata,13,14,6,273
AddressBook,28,44,6,306
addressing,51,68,9,543
ADELFE,41,88,8,558
Adl,125,198,10,873
Ads,177,277,14,1297
After,14,22,7,301
Agate,274,466,34,1848
agents,10,10,8,466
aggregator_0.8.0,109,138,11,784
Agree,285,353,17,1114
AIP,12,14,6,260
AIService,12,19,8,283
AjModel,46,88,9,524
aladim,43,70,7,553
Alf,304,486,18,1890
Altarica,175,308,17,1297
Amble,1,0,19,251
AML,343,445,20,2163
AMN,155,286,15,1087
analysis,11,12,8,285
android,47,78,12,585
Anfelisa,11,16,7,299
annotation,7,7,7,273
annotationModelReference,3,2,6,264
annotations,22,32,7,311
Ant,170,239,15,1083
Antikythera,38,63,9,497
AntScripts,38,63,10,551
AnyLogic,114,148,14,843
APar,27,25,25,292
api2mol,45,61,6,497
apidesc,83,115,11,595
apimodel,70,100,8,579
AppChoco,21,25,7,287
AppDSL,14,23,7,299
ApplauseDsl,126,213,15,833
applet,91,118,10,857
application,152,192,15,1739
AppliedStereotypeProperty,6,6,22,296
appmodel,22,26,7,303
AppWeb,24,27,6,311
apromore,37,58,10,313
ArcadeTongame_editor,30,41,10,301
archi,47,82,10,551
archimate,165,306,13,1368
Architectural_Description,17,30,7,295
architecture,5,4,5,266
ArchitectureDSL,70,105,11,550
arduino,114,167,12,852
ares,31,35,8,303
Arithmetics,34,58,8,316
arm,36,61,8,563
article,80,146,14,838
ASL,294,307,16,1000
ASM,1,0,6,475
AsmL,172,329,17,1380
ASMLogo,53,99,8,521
aspectbind,122,205,15,854
aspectj,85,138,9,738
aspectualacme,35,61,9,316
Assert,31,47,7,331
asset,187,268,14,1388
Assignments,14,18,6,260
associationoverride,12,14,6,273
ast,54,76,9,558
aterms,48,54,8,324
AthenaDSL,172,241,14,1090
ATL-0.2,142,318,18,3992
ATL-Profiler,33,41,10,338
ATL,92,172,10,1017
atl2java,47,88,9,540
ATLMLM,98,183,11,1013
atl_types,45,72,8,548
atm,103,102,612,790
ATOM,1,0,4,246
atomic,23,46,7,317
AtsDsl,142,197,12,897
attributes,9,11,8,262
auction,23,24,6,285
AUIML,1002,1772,58,5501
AutBE,11,12,6,266
autocgmodel,10,14,7,250
Automaton,14,20,8,304
Avm,37,70,8,547
AWKPrograms,1,0,5,312
Axdt,21,39,8,518
B,5,5,7,295
backbone,155,189,11,651
Balanced,197,260,14,1307
banner,14,16,7,259
Base,4,3,5,266
BaseCST,144,274,13,1096
BaseOutputMetamodel,10,14,7,273
BaseUI,15,22,7,302
basic,5,4,6,265
BasicBlocks,15,19,7,293
BatchDsl,25,30,8,266
BD,20,29,9,306
BDDModel,34,50,9,339
Before,97,127,12,589
bf,28,39,7,321
BibTeX,140,139,11,890
BibTeX1.1,34,66,7,522
BIBTEXML,292,323,18,2050
bigpicture,16,23,8,270
binding,25,31,10,733
bindingdialect,18,34,9,282
bio_src,51,62,9,529
bio_tgt,47,57,9,565
BippoMall,10,10,7,283
Bitbucketmgr,10,11,6,266
BlockClassBase,12,17,9,491
blockDomain,33,63,7,525
bluexml,272,391,16,1484
BMM,80,155,9,780
bmmOmg,132,358,12,1087
Bnl,3,2,6,288
bodymodel,57,102,9,596
BON,66,117,12,571
bonide,63,83,9,534
bonide_PandO,83,133,10,567
BONModel_EMF,83,133,8,543
Book,67,90,9,525
books,8,8,8,281
bookStore,32,49,7,305
bool,13,22,7,283
BooleanExpressions,26,37,7,282
bootstrap,46,74,11,546
Bossa,318,510,25,2085
bowling,21,28,8,283
box,55,76,11,574
BoxMM,29,58,7,303
bpeldiag,5,3,7,312
BPM,13,18,7,325
bpmn,107,195,10,872
bpmn20,491,872,38,3507
bpmn20di,34,46,7,504
bpmn20exec,11,12,7,261
bpmn20_ttc,633,1146,31,4087
bpmndi,35,42,12,1739
bpsim,197,291,15,1411
BQL,23,34,8,294
BrnHandlers,361,532,22,2190
BrokerDSL,260,259,14,742
Bugzilla,13,11,9,266
Build,13,12,7,267
BuildDSL,13,16,7,304
builder,31,50,9,546
building,182,225,36,11438
builtins,21,16,8,303
BundleProject,104,124,14,877
business,72,136,10,595
BusinessDomainDsl,91,149,11,619
BusinessEntityModel,19,36,7,282
BusinessObjectDsl,22,31,9,299
BusinessProcessModel,44,87,9,521
Byteman,126,199,11,885
bz377606,9,9,6,281
C,11,18,7,286
cache_model,19,19,7,295
CADM,106,210,11,865
Cal,210,354,16,1459
calc,51,82,9,538
Calendar,31,42,7,313
caltrop,68,97,104,1052
camel-spring,1584,2633,81,10800
canopen,958,1314,43,5865
canvas,14,20,6,277
CaPtah,32,51,7,314
capua,40,78,9,540
car,13,21,8,278
CardTemplate,11,13,8,271
carnot,499,928,29,3812
carrental,22,24,6,297
Cars,22,26,7,290
cartesianCoordinateSystem,27,41,7,312
cascadenotall,17,23,7,284
catalog,26,31,9,309
caz,28,41,10,529
cbe,90,110,13,840
CD,38,61,7,329
CDE,15,22,6,302
cdfg,80,136,10,611
CDPSM,415,628,25,2694
CellCore,13,21,8,267
CellEvol,3,2,21,283
CellInit,3,2,5,266
CEPMeta,23,28,7,536
cf,45,127,9,991
CFG,15,28,9,296
cgmodel,162,307,18,1258
CharacterScript,65,84,8,523
checklist,25,25,7,296
chess,48,64,8,320
ChocoModel,52,81,7,579
ChooseEditor,72,172,10,610
cim,1167,1454,47,5916
CIM14,3290,5293,181,9674
CIM15,4371,7722,327,19891
CIMLevelZero,1167,1454,44,5960
cinematic,76,130,9,648
city1,15,18,9,244
city2,13,16,8,214
cityfurniture,24,24,28,5302
citygml,62,74,35,6646
cityobjectgroup,39,41,30,4699
CL,90,118,10,1359
claim,19,25,7,413
Class,1,0,19,224
ClassDiagram,42,63,7,435
classDomain,41,71,9,620
ClassicModels,77,120,8,669
classification,16,18,7,255
ClassMM,19,27,8,240
ClassModel,76,112,11,676
class_diagramm,49,72,10,456
class_diagramm_simple,17,16,18,238
class_diagramm_tgg_rule,22,21,7,394
client,84,91,19,499
Clientes,26,30,7,269
closures,8,8,7,229
cloud,8,9,6,237
CloudML,63,102,9,475
cm,54,72,9,474
cmd,24,35,11,413
cmengine,106,195,17,871
CML,1,0,5,405
cmsl,149,183,10,741
cmt.owl,88,204,10,716
Coaster,28,30,6,266
COBOL,64,86,10,492
Cocus.owl,164,345,18,1307
codeAssistStruts,58,74,12,654
codesyncjava,41,38,9,256
codesyncxml,7,11,7,225
Collaborations_Interactions_UML,48,101,8,457
CollaborativeMDEProcess,33,44,8,429
collaviz,43,66,9,447
collection,22,24,10,927
com.ibm.commerce.catalog.facade.datatypes,702,947,72,6268
com.ibm.commerce.content.facade.datatypes,395,545,48,9678
com.ibm.commerce.contract.facade.datatypes,41,54,49,7074
com.ibm.commerce.foundation.datatypes,530,586,46,6832
com.ibm.commerce.giftcenter.facade.datatypes,129,158,37,13862
com.ibm.commerce.infrastructure.facade.datatypes,125,167,39,5081
