model,nodes,edges,time,mem
.skriven,22,28,21,276
101companies,15,18,9,264
abapobj,191,213,33,1075
ABase,13,17,8,262
ABC,4,5,15,236
abnf,47,72,8,504
abstractcim,25,40,8,476
AbstractSyntaxStereotypesUML1.4,7,5,8,250
AbstractUI,70,68,8,528
acad,69,68,643,728
accesscontrol,45,70,9,504
accession,11,18,8,668
account,10,10,7,249
accounting,37,60,8,491
ACG,150,264,14,1036
acl,15,16,7,260
ACME,43,73,8,504
ACON,40,57,9,493
acore,31,45,7,275
action,10,10,7,249
actions,43,61,10,898
activestatedebugger,23,30,7,275
ActivitiExtensions,93,106,12,757
activity,13,19,9,262
activityDiagram,35,66,8,489
actor,45,70,72,910
ActorMapping,33,38,9,275
adapter,9,9,9,655
adaptiveSystem,61,102,10,517
AData,36,47,9,275
ada_gen,33,42,9,276
additionalTagMetadata,13,14,9,260
AddressBook,28,44,9,275
addressing,51,68,10,518
ADELFE,41,88,9,505
Adl,125,198,13,796
Ads,177,277,13,1103
After,14,22,16,262
Agate,274,466,18,1832
agents,10,10,14,452
aggregator_0.8.0,109,138,11,770
Agree,285,353,18,1115
AIP,12,14,8,262
AIService,12,19,9,262
AjModel,46,88,10,504
aladim,43,70,11,504
Alf,304,486,19,1854
Altarica,175,308,15,1307
Amble,1,0,21,236
AML,343,445,21,2102
AMN,155,286,14,1052
analysis,11,12,7,249
android,47,78,10,505
Anfelisa,11,16,5,262
annotation,7,7,7,247
annotationModelReference,3,2,6,236
annotations,22,32,6,260
Ant,170,239,13,1065
Antikythera,38,63,7,479
AntScripts,38,63,10,491
AnyLogic,114,148,12,785
APar,27,25,15,275
api2mol,45,61,7,491
apidesc,83,115,20,539
apimodel,70,100,12,530
AppChoco,21,25,9,277
AppDSL,14,23,5,262
ApplauseDsl,126,213,19,797
applet,91,118,15,772
application,152,192,14,1659
AppliedStereotypeProperty,6,6,16,247
appmodel,22,26,8,275
AppWeb,24,27,8,273
apromore,37,58,8,478
ArcadeTongame_editor,30,41,10,276
archi,47,82,8,504
archimate,165,306,16,1248
Architectural_Description,17,30,8,263
architecture,5,4,10,237
ArchitectureDSL,70,105,11,527
arduino,114,167,13,798
ares,31,35,10,277
Arithmetics,34,58,9,275
arm,36,61,7,478
article,80,146,9,746
ASL,294,307,17,963
ASM,1,0,6,438
AsmL,172,329,15,1320
ASMLogo,53,99,11,501
aspectbind,122,205,11,797
aspectj,85,138,10,746
aspectualacme,35,61,9,478
Assert,31,47,9,276
asset,187,268,17,1307
Assignments,14,18,8,263
associationoverride,12,14,8,260
ast,54,76,8,517
aterms,48,54,9,290
AthenaDSL,172,241,15,1062
ATL-0.2,142,318,19,4135
ATL-Profiler,33,41,8,275
ATL,92,172,12,987
atl2java,47,88,9,501
