model,nodes,edges,time,mem
.skriven,22,28,31,270
101companies,15,18,10,264
abapobj,191,213,18,1085
ABase,13,17,10,264
ABC,4,5,29,237
abnf,47,72,10,508
abstractcim,25,40,8,283
AbstractSyntaxStereotypesUML1.4,7,5,8,238
AbstractUI,70,68,11,515
acad,69,68,563,717
accesscontrol,45,70,9,492
accession,11,18,10,671
account,10,10,9,250
accounting,37,60,11,494
ACG,150,264,16,1037
acl,15,16,9,264
ACME,43,73,11,501
ACON,40,57,9,496
acore,31,45,11,276
action,10,10,6,252
actions,43,61,10,899
activestatedebugger,23,30,8,264
ActivitiExtensions,93,106,14,758
activity,13,19,8,264
activityDiagram,35,66,10,491
actor,45,70,87,913
ActorMapping,33,38,8,276
adapter,9,9,9,659
adaptiveSystem,61,102,11,530
AData,36,47,10,278
ada_gen,33,42,9,289
additionalTagMetadata,13,14,9,264
AddressBook,28,44,8,271
addressing,51,68,10,550
ADELFE,41,88,9,505
Adl,125,198,12,792
Ads,177,277,16,1097
After,14,22,7,264
Agate,274,466,41,1844
agents,10,10,9,455
aggregator_0.8.0,109,138,13,785
Agree,285,353,21,1121
AIP,12,14,7,249
AIService,12,19,8,264
AjModel,46,88,9,518
aladim,43,70,8,508
Alf,304,486,17,2023
Altarica,175,308,17,1314
Amble,1,0,22,232
AML,343,445,20,2098
AMN,155,286,13,1055
analysis,11,12,7,264
android,47,78,9,518
Anfelisa,11,16,9,264
annotation,7,7,9,250
annotationModelReference,3,2,9,237
annotations,22,32,8,276
Ant,170,239,16,1063
Antikythera,38,63,25,492
AntScripts,38,63,12,494
AnyLogic,114,148,12,796
APar,27,25,7,278
api2mol,45,61,10,492
apidesc,83,115,12,548
apimodel,70,100,10,525
AppChoco,21,25,7,264
AppDSL,14,23,7,264
ApplauseDsl,126,213,13,819
applet,91,118,10,758
application,152,192,15,1657
AppliedStereotypeProperty,6,6,21,250
appmodel,22,26,8,264
AppWeb,24,27,7,276
apromore,37,58,8,491
ArcadeTongame_editor,30,41,9,276
archi,47,82,8,508
archimate,165,306,14,1380
Architectural_Description,17,30,7,264
architecture,5,4,6,238
ArchitectureDSL,70,105,10,522
arduino,114,167,14,791
ares,31,35,8,278
Arithmetics,34,58,10,288
arm,36,61,10,494
article,80,146,14,760
ASL,294,307,17,970
ASM,1,0,6,441
AsmL,172,329,16,1314
ASMLogo,53,99,9,518
aspectbind,122,205,14,840
aspectj,85,138,10,760
aspectualacme,35,61,7,494
Assert,31,47,10,277
asset,187,268,15,1302
Assignments,14,18,8,250
associationoverride,12,14,7,264
ast,54,76,10,513
aterms,48,54,12,293
AthenaDSL,172,241,17,1066
ATL-0.2,142,318,18,4132
ATL-Profiler,33,41,8,288
ATL,92,172,17,982
atl2java,47,88,9,518
ATLMLM,98,183,11,982
atl_types,45,72,8,492
atm,103,102,553,762
ATOM,1,0,5,238
atomic,23,46,7,286
AtsDsl,142,197,11,834
attributes,9,11,7,264
auction,23,24,9,276
AUIML,1002,1772,71,5589
AutBE,11,12,7,258
autocgmodel,10,14,9,250
Automaton,14,20,7,264
Avm,37,70,8,480
AWKPrograms,1,0,5,238
Axdt,21,39,8,480
B,5,5,6,237
backbone,155,189,12,631
Balanced,197,260,14,1298
banner,14,16,7,247
Base,4,3,7,238
BaseCST,144,274,17,1054
BaseOutputMetamodel,10,14,5,264
BaseUI,15,22,8,264
basic,5,4,10,237
BasicBlocks,15,19,9,263
BatchDsl,25,30,9,273
BD,20,29,7,264
BDDModel,34,50,7,278
Before,97,127,16,554
bf,28,39,7,278
BibTeX,140,139,13,821
BibTeX1.1,34,66,10,493
BIBTEXML,292,323,19,2034
bigpicture,16,23,7,264
binding,25,31,8,680
bindingdialect,18,34,8,263
bio_src,51,62,11,504
bio_tgt,47,57,8,496
BippoMall,10,10,8,250
Bitbucketmgr,10,11,7,264
BlockClassBase,12,17,7,453
blockDomain,33,63,9,488
bluexml,272,391,16,1634
BMM,80,155,12,763
bmmOmg,132,358,14,1068
Bnl,3,2,5,237
bodymodel,57,102,9,560
BON,66,117,9,534
bonide,63,83,11,530
bonide_PandO,83,133,10,593
BONModel_EMF,83,133,12,554
Book,67,90,11,522
books,8,8,7,249
bookStore,32,49,8,278
bool,13,22,7,264
BooleanExpressions,26,37,7,278
bootstrap,46,74,9,492
Bossa,318,510,22,2086
bowling,21,28,7,276
box,55,76,7,508
BoxMM,29,58,8,299
bpeldiag,5,3,9,238
BPM,13,18,9,270
bpmn,107,195,31,778
bpmn20,491,872,30,3288
bpmn20di,34,46,7,481
bpmn20exec,11,12,7,247
bpmn20_ttc,633,1146,34,4083
bpmndi,35,42,11,1712
bpsim,197,291,14,1354
BQL,23,34,7,264
BrnHandlers,361,532,21,2192
BrokerDSL,260,259,15,740
Bugzilla,13,11,5,244
Build,13,12,6,264
BuildDSL,13,16,6,270
builder,31,50,10,481
building,182,225,38,11538
builtins,21,16,8,265
BundleProject,104,124,12,796
business,72,136,12,541
BusinessDomainDsl,91,149,14,614
BusinessEntityModel,19,36,11,272
BusinessObjectDsl,22,31,12,273
BusinessProcessModel,44,87,12,513
Byteman,126,199,15,872
bz377606,9,9,7,256
C,11,18,7,255
cache_model,19,19,10,265
CADM,106,210,15,811
Cal,210,354,16,1377
calc,51,82,10,522
Calendar,31,42,8,284
caltrop,68,97,84,1086
camel-spring,1584,2633,88,10742
canopen,958,1314,49,5868
canvas,14,20,7,247
CaPtah,32,51,13,275
capua,40,78,8,494
car,13,21,6,267
CardTemplate,11,13,7,247
carnot,499,928,31,3778
carrental,22,24,7,258
Cars,22,26,8,264
cartesianCoordinateSystem,27,41,7,275
cascadenotall,17,23,8,259
catalog,26,31,9,258
caz,28,41,8,464
cbe,90,110,11,758
CD,38,61,8,493
CDE,15,22,7,247
cdfg,80,136,11,550
CDPSM,415,628,25,2722
CellCore,13,21,6,247
CellEvol,3,2,24,233
CellInit,3,2,6,236
CEPMeta,23,28,9,458
cf,45,127,14,1072
CFG,15,28,8,267
cgmodel,162,307,15,1266
CharacterScript,65,84,11,508
checklist,25,25,8,259
chess,48,64,9,497
ChocoModel,52,81,11,493
ChooseEditor,72,172,13,581
cim,1167,1454,52,6048
CIM14,3290,5293,168,9844
CIM15,4371,7722,306,23018
CIMLevelZero,1167,1454,44,6087
cinematic,76,130,9,556
city1,15,18,9,243
city2,13,16,8,237
cityfurniture,24,24,32,3597
citygml,62,74,41,4428
cityobjectgroup,39,41,29,10551
CL,90,118,12,1394
claim,19,25,8,277
Class,1,0,21,251
ClassDiagram,42,63,16,485
classDomain,41,71,10,597
ClassicModels,77,120,9,652
classification,16,18,19,217
ClassMM,19,27,7,228
ClassModel,76,112,10,652
class_diagramm,49,72,8,448
class_diagramm_simple,17,16,7,217
class_diagramm_tgg_rule,22,21,7,402
client,84,91,11,476
Clientes,26,30,9,233
closures,8,8,6,217
cloud,8,9,7,217
CloudML,63,102,13,454
cm,54,72,11,503
cmd,24,35,10,410
cmengine,106,195,20,872
CML,1,0,8,382
cmsl,149,183,18,736
cmt.owl,88,204,12,673
Coaster,28,30,10,239
COBOL,64,86,14,454
Cocus.owl,164,345,14,1305
codeAssistStruts,58,74,9,618
codesyncjava,41,38,13,248
codesyncxml,7,11,7,217
Collaborations_Interactions_UML,48,101,9,448
CollaborativeMDEProcess,33,44,9,421
collaviz,43,66,8,442
collection,22,24,11,922
com.ibm.commerce.catalog.facade.datatypes,702,947,65,6376
com.ibm.commerce.content.facade.datatypes,395,545,48,8744
