model,nodes,edges,time,mem
.skriven,22,28,10,278
101companies,15,18,6,265
abapobj,191,213,16,1080
ABase,13,17,8,264
ABC,4,5,25,247
abnf,47,72,8,535
abstractcim,25,40,8,487
AbstractSyntaxStereotypesUML1.4,7,5,14,286
AbstractUI,70,68,9,521
acad,69,68,718,535
accesscontrol,45,70,7,314
accession,11,18,8,707
account,10,10,6,247
accounting,37,60,10,495
ACG,150,264,14,1080
acl,15,16,8,264
ACME,43,73,9,496
ACON,40,57,9,494
acore,31,45,9,283
action,10,10,6,267
actions,43,61,10,765
activestatedebugger,23,30,14,286
ActivitiExtensions,93,106,12,763
activity,13,19,7,265
activityDiagram,35,66,10,493
actor,45,70,82,901
ActorMapping,33,38,7,284
adapter,9,9,6,487
adaptiveSystem,61,102,8,557
AData,36,47,7,296
ada_gen,33,42,7,306
additionalTagMetadata,13,14,6,267
AddressBook,28,44,18,283
addressing,51,68,10,512
ADELFE,41,88,10,536
Adl,125,198,12,842
Ads,177,277,13,1095
After,14,22,6,265
Agate,274,466,21,1647
agents,10,10,7,484
aggregator_0.8.0,109,138,10,613
Agree,285,353,36,1111
AIP,12,14,8,262
AIService,12,19,6,267
AjModel,46,88,8,545
aladim,43,70,9,495
Alf,304,486,20,1881
Altarica,175,308,15,1299
Amble,1,0,18,247
AML,343,445,22,2103
AMN,155,286,14,1063
analysis,11,12,6,247
android,47,78,8,546
Anfelisa,11,16,7,247
annotation,7,7,4,267
annotationModelReference,3,2,6,244
annotations,22,32,9,272
Ant,170,239,15,1083
Antikythera,38,63,8,492
AntScripts,38,63,9,496
AnyLogic,114,148,11,851
APar,27,25,7,265
api2mol,45,61,7,495
apidesc,83,115,10,550
apimodel,70,100,11,539
AppChoco,21,25,6,277
AppDSL,14,23,6,265
ApplauseDsl,126,213,11,865
applet,91,118,10,769
application,152,192,18,1669
AppliedStereotypeProperty,6,6,24,247
appmodel,22,26,8,275
AppWeb,24,27,7,284
apromore,37,58,9,306
ArcadeTongame_editor,30,41,9,293
archi,47,82,8,496
archimate,165,306,16,1377
Architectural_Description,17,30,9,274
architecture,5,4,8,268
ArchitectureDSL,70,105,11,557
arduino,114,167,11,843
ares,31,35,8,288
Arithmetics,34,58,7,292
arm,36,61,10,496
article,80,146,12,761
ASL,294,307,14,957
ASM,1,0,5,450
AsmL,172,329,17,1316
ASMLogo,53,99,17,501
aspectbind,122,205,14,800
aspectj,85,138,13,792
aspectualacme,35,61,9,496
Assert,31,47,7,296
asset,187,268,17,1300
Assignments,14,18,6,264
associationoverride,12,14,7,267
ast,54,76,8,535
aterms,48,54,7,301
AthenaDSL,172,241,14,1084
ATL-0.2,142,318,17,4130
ATL-Profiler,33,41,20,292
ATL,92,172,12,984
atl2java,47,88,9,504
ATLMLM,98,183,13,991
atl_types,45,72,10,501
atm,103,102,634,829
ATOM,1,0,4,254
atomic,23,46,6,275
AtsDsl,142,197,13,886
attributes,9,11,5,267
auction,23,24,6,257
AUIML,1002,1772,70,5500
AutBE,11,12,6,264
autocgmodel,10,14,7,247
Automaton,14,20,7,265
Avm,37,70,8,527
AWKPrograms,1,0,7,247
Axdt,21,39,7,517
B,5,5,8,247
backbone,155,189,10,630
Balanced,197,260,17,1365
banner,14,16,8,256
Base,4,3,7,265
BaseCST,144,274,15,1123
BaseOutputMetamodel,10,14,5,247
BaseUI,15,22,7,256
basic,5,4,7,311
BasicBlocks,15,19,6,267
BatchDsl,25,30,8,265
BD,20,29,7,277
BDDModel,34,50,10,296
Before,97,127,11,606
bf,28,39,7,274
BibTeX,140,139,12,867
BibTeX1.1,34,66,7,517
BIBTEXML,292,323,23,2088
bigpicture,16,23,7,262
binding,25,31,10,717
bindingdialect,18,34,8,272
bio_src,51,62,9,547
bio_tgt,47,57,9,535
BippoMall,10,10,8,267
Bitbucketmgr,10,11,8,267
BlockClassBase,12,17,8,487
blockDomain,33,63,8,517
bluexml,272,391,22,1641
BMM,80,155,13,761
bmmOmg,132,358,15,1061
Bnl,3,2,5,247
bodymodel,57,102,8,546
BON,66,117,9,564
bonide,63,83,9,511
bonide_PandO,83,133,9,545
BONModel_EMF,83,133,10,550
Book,67,90,8,561
books,8,8,6,267
bookStore,32,49,9,296
bool,13,22,6,267
BooleanExpressions,26,37,10,274
bootstrap,46,74,9,536
Bossa,318,510,21,2048
bowling,21,28,7,274
box,55,76,9,535
BoxMM,29,58,7,284
bpeldiag,5,3,6,247
BPM,13,18,6,247
bpmn,107,195,14,842
bpmn20,491,872,26,3282
bpmn20di,34,46,8,492
bpmn20exec,11,12,7,267
bpmn20_ttc,633,1146,32,4108
bpmndi,35,42,9,1726
bpsim,197,291,28,1397
BQL,23,34,7,283
BrnHandlers,361,532,20,2190
BrokerDSL,260,259,14,745
Bugzilla,13,11,5,265
Build,13,12,5,267
BuildDSL,13,16,7,267
builder,31,50,8,526
building,182,225,36,11393
builtins,21,16,5,268
BundleProject,104,124,10,844
business,72,136,9,582
BusinessDomainDsl,91,149,9,609
BusinessEntityModel,19,36,6,268
BusinessObjectDsl,22,31,6,280
BusinessProcessModel,44,87,8,550
Byteman,126,199,14,872
bz377606,9,9,7,269
C,11,18,7,282
cache_model,19,19,5,289
CADM,106,210,13,866
Cal,210,354,19,1454
calc,51,82,11,509
Calendar,31,42,6,281
caltrop,68,97,86,1040
camel-spring,1584,2633,81,10830
canopen,958,1314,42,5848
canvas,14,20,6,251
CaPtah,32,51,7,307
capua,40,78,8,508
car,13,21,6,272
CardTemplate,11,13,5,261
carnot,499,928,34,3794
carrental,22,24,7,274
Cars,22,26,6,274
cartesianCoordinateSystem,27,41,7,297
cascadenotall,17,23,7,254
catalog,26,31,6,274
caz,28,41,7,505
cbe,90,110,13,810
CD,38,61,8,309
CDE,15,22,7,274
cdfg,80,136,10,568
CDPSM,415,628,29,2725
CellCore,13,21,6,251
CellEvol,3,2,25,241
CellInit,3,2,5,258
CEPMeta,23,28,9,475
cf,45,127,12,976
CFG,15,28,7,274
cgmodel,162,307,16,1330
CharacterScript,65,84,8,549
checklist,25,25,6,288
chess,48,64,6,318
ChocoModel,52,81,7,512
ChooseEditor,72,172,9,553
cim,1167,1454,42,5937
CIM14,3290,5293,166,9777
CIM15,4371,7722,220,14754
CIMLevelZero,1167,1454,55,6073
cinematic,76,130,11,680
city1,15,18,8,248
city2,13,16,7,206
cityfurniture,24,24,31,4499
citygml,62,74,34,5720
cityobjectgroup,39,41,31,4508
CL,90,118,10,1349
claim,19,25,6,431
Class,1,0,17,244
ClassDiagram,42,63,6,494
classDomain,41,71,8,478
ClassicModels,77,120,10,528
classification,16,18,7,245
ClassMM,19,27,7,288
ClassModel,76,112,10,551
class_diagramm,49,72,8,458
class_diagramm_simple,17,16,6,268
class_diagramm_tgg_rule,22,21,8,431
client,84,91,9,495
Clientes,26,30,8,287
closures,8,8,6,271
cloud,8,9,5,271
CloudML,63,102,9,551
cm,54,72,8,511
cmd,24,35,7,430
cmengine,106,195,10,899
CML,1,0,5,416
cmsl,149,183,13,596
cmt.owl,88,204,11,758
Coaster,28,30,7,288
COBOL,64,86,8,496
Cocus.owl,164,345,13,1298
codeAssistStruts,58,74,7,649
codesyncjava,41,38,11,305
codesyncxml,7,11,6,268
Collaborations_Interactions_UML,48,101,10,494
CollaborativeMDEProcess,33,44,8,288
collaviz,43,66,10,461
collection,22,24,11,1043
com.ibm.commerce.catalog.facade.datatypes,702,947,61,12177
com.ibm.commerce.content.facade.datatypes,395,545,48,15838
com.ibm.commerce.contract.facade.datatypes,41,54,39,4644
com.ibm.commerce.foundation.datatypes,530,586,46,12818
com.ibm.commerce.giftcenter.facade.datatypes,129,158,50,4414
com.ibm.commerce.infrastructure.facade.datatypes,125,167,40,5126
com.ibm.commerce.installment.facade.datatypes,140,187,39,5055
com.ibm.commerce.inventory.facade.datatypes,132,161,40,6388
com.ibm.commerce.marketing.facade.datatypes,563,740,60,11425
com.ibm.commerce.member.datatypes,74,83,32,12001
com.ibm.commerce.member.facade.datatypes,337,431,49,5256
com.ibm.commerce.oagis9.datatypes.codelists,282,281,18,1294
com.ibm.commerce.oagis9.datatypes,2361,3760,158,8065
com.ibm.commerce.oagis9.datatypes.unqualifieddatatypes,72,71,9,1745
com.ibm.commerce.order.facade.datatypes,464,583,50,8322
com.ibm.commerce.payment.datatypes,219,289,38,13094
com.ibm.commerce.price.facade.datatypes,290,394,48,8603
com.ibm.commerce.promotion.facade.datatypes,140,174,37,4410
com.ibm.commerce.search.facade.datatypes,56,74,42,4011
com.ibm.commerce.store.facade.datatypes,82,104,37,4076
com.ibm.commerce.subscription.facade.datatypes,75,99,43,5877
com.ibm.commerce.wallet.facade.datatypes,121,165,37,5205
ComBE,67,89,8,638
ComDiag,14,23,8,294
Common,18,25,6,267
commonarchivecore,50,85,10,1785
CommonModeling,22,31,7,508
Company,59,86,8,547
CompanyStructure,15,21,7,271
compiler,33,42,6,295
CompleteGUIdancerComponentHierarchy,62,74,10,549
completemodel,18,18,9,271
CompleteOCLCST,41,56,10,524
component.bean,8,8,7,262
component.bpel,9,9,8,262
component.camel,14,16,16,4007
component.camel.quartz,15,16,8,724
component.camel.sql,17,18,9,729
component.clojure,8,8,8,262
component.common.selector,17,20,6,713
Component,8,7,8,260
